change_type,path,baseline_sha256,current_sha256,baseline_size_bytes,current_size_bytes,baseline_mode,current_mode
modified,src/apps/daemon/internal/analysis/diagnostics/.context,6456a965bcec79a973fbccec5c35d2755082153c4425188d007d9d951221a4ec,ffefbba35245411294f2ac1a87d2ca78a5964590064bf0a9e95c62a424052fa1,1685,1695,0o644,0o644
added,src/apps/daemon/internal/analysis/diagnostics/browser_proxy_handoff_plan.go,n/a,a31c7cc3b2c028a80578c75d67970e3b4f176a4d6df17583f46d04444b033897,n/a,3144,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/gateway_composition_plan.go,n/a,4d0cd940b3cca7eb560c2b93df0c952ef5e52c2ce65b4b12939dc601340f38a0,n/a,3756,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/local_ruleset_plan.go,n/a,79128ad757d6488bbe8aa378a9e5feb61722acdcab77ab8dd43b96ce51786ae8,n/a,7621,n/a,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_workflow_wireguard_test.go,bca7570f0958f13ea9d8075fa66f288d27a8f34fab5bcb11b4d08ca5ad59eda2,a21895e763f5d6e14b2a84507b4ed21b366fe7ab4cf5f75a05e676c4a064a3b2,3374,5008,0o644,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go,n/a,f108cd56c5a8b43732523ea5b611acf24b4110ad8d872180d2185d085b09acff,n/a,5918,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/tailnet_transaction_plan.go,n/a,ac65d1d1aa974f82c69c131c52ca37b7125aa29e5de6b3d2d2f43406b5dc462b,n/a,3512,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/websocket_readiness_plan.go,n/a,3a509f36224bc9c0e3513db83dd54ba6be08ce0a3a57005fc37d38d369e57522,n/a,3201,n/a,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/wireguard_device_policy_plan.go,ff755a77d3f6e5da52b3d56bc00e93842a3a994b60a82f1a3ee76a4d043ee168,b85d6c68c7ca2aff38e89bf93ae79b52bf1378f36728799476243686c5390cfd,8467,10835,0o644,0o644
added,src/apps/daemon/internal/analysis/diagnostics/worker_affinity_plan.go,n/a,a1cd6e20a0f4cb6ada66f7a79aa075916dbc635d47ed421ca57112f54654ec60,n/a,3874,n/a,0o644
modified,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go,542d01e300a50a217667efa4993fc474b708770201c5d1b08066eb687cdd5d97,efd1cad58c69e1ab2ae41443d58e2a21aa67bef2a2c3d0766545b6c5039a6961,10834,12923,0o644,0o644
modified,src/apps/daemon/internal/networking/proxyconfig/parser_ss.go,f13416f2dbaad95c59e67b9b1257374dab248b6a2040e5c89fcb969d9500b68a,9f1585a6f0f208b4ff116af9182b242fb67e92a439d18036349f5890c4fad175,5733,6739,0o644,0o644
modified,src/apps/daemon/internal/networking/proxyconfig/types.go,5d2ba2ea76fbbfafa0e803688bfbc8ab72ffe0341602f34abd5acb38d72e94c8,374dde2e4760334f0e133c92edb906a928539745b73e0292c1cc3921ba8b511f,37406,37499,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/.context,f182a0976412b8c9d17c8f77c713b35d39ef708021e5b8ffc6ab04cfb73b8d2e,7e3e94d1fd51817ab32c30655180b542dfef236a7df13bf6bfbf97ad5735a95f,2341,2351,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/core_manager.go,34034aa78df0c8080b52d7f1fe72143282382e5ec3b26a968fd3c340bda935d8,5ec49531d05df25efd4cb7b47e9d6ef0b7f7a307f9e2684d3f1dfd29d4b4400e,28084,29032,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/core_manager_test.go,4ab9c60de282e69ad13cb1aea624c12ead263099359b7d77d18a6f991dd54962,3c4284c77faf35671086abb4198a6ecb71480d94ec003a1e133077199f54239e,6277,7771,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/edge_dialer.go,e4494502e7d91eb5bac123d4d148db32b93de7e896fd25ec9cfb93ab87fb3f1b,3ba2d966ccbc9cf06b6fcb9cbaeb212f411860045597a2c63af898d661e28f70,10739,11448,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/edge_dialer_test.go,f71051ff807809235d9910e1dde883bfa2b2c11c126cca8459b2698107140e1f,d3dcf07e2c9dd4d73ebf239009bf714eff80e6b2e57989265fc6b8092e2b86ab,14715,15793,0o644,0o644
deleted,src/apps/daemon/internal/runtime/proxy/ss_cipher.go,117077583462524506c5dbbd6616eb2d3f952098809bb3ee0835877df6989d59,n/a,17770,n/a,0o644,n/a
deleted,src/apps/daemon/internal/runtime/proxy/ss_cipher_test.go,f009b9c8b0e272f8f161f84fc6e24307355ed8a6d0093546ad563aeceb1f5cc6,n/a,5747,n/a,0o644,n/a
deleted,src/apps/daemon/internal/runtime/proxy/ss_server.go,b21e051309d2e72ded402491db434791ac1e6eda87ba25334ba73da960c79d5a,n/a,6496,n/a,0o644,n/a
deleted,src/apps/daemon/internal/runtime/proxy/ss_server_test.go,1f5e03dd32e3c6b59e05aa2837001b4b4e039e37a6e0af15292a6582795ce753,n/a,3883,n/a,0o644,n/a
modified,src/apps/daemon/internal/runtime/proxy/ssh_tunnel.go,44b963e1df877a59ebc1636a751ebb36b3625ab09264f0c0656f2433e6189daf,022994a34f23d7b6523c3647f2a12c6b2b7bc062e50e5f554b157c5d181b181b,2607,2808,0o644,0o644
modified,src/apps/daemon/internal/runtime/proxy/ssh_tunnel_test.go,0887bfc4333ea921d1fbe95d50dadd501847ca4edc629fb033f5301151b4a6b1,4513ae1db0e5e5f3b7ea2494d2dc6f4e5dc731f8f3d00a929ba8d94c62c11da0,3435,5213,0o644,0o644
modified,src/packages/control-ui/package.json,68619bd6629f007cf6ef1c7c55278c107e3c81cda338f8869b1450278abfd120,971ac0ed9035c84ba585b3b6dd7ffae1b07ad3cb4705c7e203df754da47915b9,1873,1952,0o644,0o644
modified,src/packages/control-ui/scripts/.context,65b4860d5160b8bce1c7333414abe1d7d1bc88e293616b2d4919689767259a30,6208ac4aa3f1c5272f20edde84fa0023a959ed1efe9ea3f4f8457e7c75e96bc9,932,962,0o644,0o644
added,src/packages/control-ui/scripts/test-post-refactor-226.mjs,n/a,a779470e68d5aaba6040d3cf18bfc26c748c5c6d4035b79a974b1a2718ae1612,n/a,7499,n/a,0o644
modified,src/packages/control-ui/src/api/planners.ts,ebca2f96d5b952df37051469a4fd417f39c4d930f47ceaab4daf635f3d9a3389,28bff5b050ba3469cb9b01ade1d8a1a50bb6f365a9ee613ef4d5b1dcfa41e56e,13425,21707,0o644,0o644
modified,src/packages/control-ui/src/pages/Connections.tsx,f8edd7c0f98c703e0d7925c221d2cbec981fcb24e8610e1aef7d21550b30d668,fbadb8d1ee74199e8a2e3198007dbff8a7491a64b0c793d3f46ccc1b5bd6feb0,41011,43971,0o644,0o644
modified,src/packages/control-ui/src/pages/Health.tsx,7ea578cfb5652076d7a2479f6dd46dcd9739965aeff82fcf2421c2e25c82a0bd,e5f43d6739832162ff38b7b2def9bfd29f97b82a9507291a66bf1200ac03a084,24363,26790,0o644,0o644
modified,src/packages/control-ui/src/pages/Operations.tsx,82539a1f4d69fcc6642bbcbe0f45cb9664a6d9a7f3ba58f4042be2865322beaa,5a202d5667e1ab7223801d6a7cfa31dedc21b41f5d3594a317545aaf5ee9bece,125798,128070,0o644,0o644
modified,src/packages/control-ui/src/pages/Rules.tsx,dbf6993679a4740d439efe5644fe82f5b131a6fc0ba8519f398a839bae30e3be,c7342863fc29ccfff0a88d4ca20d509f3e8a825cde6a8b59b01c4b011319ddc5,19333,22764,0o644,0o644
modified,src/packages/control-ui/src/pages/Settings.tsx,306f43a82d89b64b2a107a3b19e77be85748f4b1579ba4743a339d1de9345bf0,51960c3700126d424ba659d2d9224c5302ac86b8c1b08048bfcebde720fad372,25025,29816,0o644,0o644
modified,src/packages/lumicore/src/crypto/.context,0b078ef18987e5fc5eb14fe342d52d60d2b5fd7c1243992193e6b54af76a6c8d,d89cb459e8df435e894ee06183bdbd64ae34fabb9236a2b438b394d06299b66e,913,920,0o644,0o644
modified,src/packages/lumicore/src/crypto/mod.rs,214a8fdcdeaff5c13a6caa1f89caf040ef7837d0bebb9964752bfb5b44d8a279,e392bb5a47a87369f0d6b989af370e6d3d692010a3d1ff8a1aca944c17d426d3,701,680,0o644,0o644
deleted,src/packages/lumicore/src/crypto/shadowsocks.rs,26cc874935aaa6f2f94ef05d159c47bc7c320cddd8ddcdf87a05ba5db48d0be6,n/a,7759,n/a,0o644,n/a
modified,src/packages/lumicore/src/proxy/.context,bd86243d9c53390d44a65cdd7feafa1335f90df6cef98c38ee6f38aa693951ef,cf80367288a491dac47f12cecd256a05ddd0af7e94470e45107bf0d14f0256c3,1055,1055,0o644,0o644
modified,src/packages/lumicore/src/proxy/mod.rs,15f5f633774b6f1572f3615ee70e1fd306a3afa49fc44a67cf463da4904a51b8,5cc1239365e9a4cb87af23b09680232f5fc37a0a9d00dddde2933d0199a9bd50,8383,8314,0o644,0o644
deleted,src/packages/lumicore/src/proxy/shadowsocks_aead.rs,15f630da7acd1a0465c955899e9d5e7096b8103a0ac9ad7f3ec1ca3c06364850,n/a,11533,n/a,0o644,n/a
modified,src/packages/lumicore/src/transport/socks5_client.rs,5310d2bab397d8d502825d506948e480e25affef47227f28ffdac7ab258f82d8,6b9fcb2e70f7ff8268e3389f629621baddd43fb2f6ad17ada7bdcd913c0a4f36,18460,20091,0o644,0o644
