record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
TW-SEM011,n/a,hysteria2,purvpn,hysteria2,certificate-pin semantics remain core-specific,semantic-mechanism,executable-or-decision-primitive,independently-decidable,links/hysteria,cf1f384b4478bd93cf0a1fde1c73214a200e89e037589c8d3fbc846cc4900415,pinSHA256,negative-to-guardrail,many-to-one,guardrail-derived,The corpus uses raw certificate pins. LumiNet retains that meaning for Xray and refuses to reinterpret it as sing-box public-key pinning.,certificate pin compatibility,src/apps/daemon/internal/networking/proxyconfig/core_compat.go#ValidateSingBoxCompatibility,raw peer-certificate pins retain their certificate semantics,do not reinterpret certificate hashes as public-key hashes,src/apps/daemon/internal/networking/proxyconfig/third_wave_contract_test.go#TestThirdWaveSingBoxCompatibilityRejectsXrayOnlyFields,proxy core,none,unlicensed corpus; negative semantic evidence only,high,TW-SEM009,high,verified
TW-SEM012,n/a,n/a,PattNG,core-compatibility,cross-core no-silent-drop guardrail,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/core/CoreOutboundBuilder.kt,63f0a2b4b3cd0e3218cde089ea04c46e59b0a698f10ec867e6b31182e9dee4eb,updateOutbound,target-native synthesis,many-to-many,synthesized,Donor breadth makes silent cross-core field loss visible. LumiNet adds one compatibility owner that rejects Xray-only fields under sing-box.,core compatibility,src/apps/daemon/internal/networking/proxyconfig/core_compat.go#ValidateSingBoxCompatibility;src/apps/daemon/internal/runtime/proxy/core_manager.go#buildSingBoxOutbound,unsupported core-specific metadata fails before configuration generation,no parser success may imply silent runtime field loss,src/apps/daemon/internal/networking/proxyconfig/third_wave_contract_test.go#TestThirdWaveSingBoxCompatibilityRejectsXrayOnlyFields,proxy core,additive guardrail,GPL-3.0 donor; target-native guardrail,high,TW-SEM003;TW-SEM004;TW-SEM006;TW-SEM011,high,statically-validated
TW-SEM013,n/a,n/a,sni-spoofing-rust,diagnostics,SNI length validation and exact TLS-record-header probe,semantic-mechanism,executable-or-decision-primitive,independently-decidable,src/scan.rs,2942c623314d455612c04be33352fdedae98fe608b6216c7dab38cdf8a688a05,scan_one,clean-room adaptation,one-to-one,adapted,The Rust scanner validates SNI and uses the TLS record header as its probe oracle. LumiNet adopts a bounded equivalent in its existing diagnostics owner.,SNI diagnostic probe,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go#probeFakeSNI,SNI is DNS-safe and <=219 bytes; success requires a complete five-byte TLS header,malformed names and short headers never count as success,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan_test.go#TestProbeFakeSNIReadsExactTLSRecordHeader,diagnostic API/job,bounded diagnostic behavior,MIT donor; clean-room semantic adaptation,medium,n/a,high,verified
TW-SEM014,n/a,n/a,sni-spoofing-rust,diagnostics,fixed worker pool and 4096-candidate budget,semantic-mechanism,executable-or-decision-primitive,independently-decidable,src/scan.rs,2942c623314d455612c04be33352fdedae98fe608b6216c7dab38cdf8a688a05,scan_all,hardening over donor task model,one-to-one,hardened,The donor semaphore bounds active work but can still create one task per candidate. LumiNet keeps a fixed worker pool and absolute candidate budget.,bounded SNI scheduling,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go#RunSniSpoofScan,diagnostic work is bounded in candidates and concurrent workers,never create unbounded goroutines for controlled candidate lists,src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan_test.go#TestRunSniSpoofScanCapsConcurrencyAndCandidateBudget,diagnostic API/job,hardening,"MIT donor; behavior adapted, task model intentionally differs",high,TW-SEM013,high,verified
TW-SEM015,n/a,n/a,sni-spoofing-rust,lifecycle,file-descriptor exhaustion gets longer bounded accept backoff,semantic-mechanism,executable-or-decision-primitive,independently-decidable,src/listener.rs,0fe8362e05970dd243fbb594af54d3657f2e4342defa64bbaf7caaffa01c05e4,accept,clean-room adaptation into shared target helper,many-to-one,adapted,The donor distinguishes EMFILE/ENFILE from ordinary accept errors. The target shared helper is the stronger owner.,accept-loop recovery,src/apps/daemon/internal/runtime/proxy/accept_backoff.go#acceptBackoffForError,fd exhaustion backs off longer while remaining cancellation-aware,accept loops do not busy-spin on resource exhaustion,src/apps/daemon/internal/runtime/proxy/accept_backoff_test.go#TestAcceptBackoffForErrorDistinguishesFDExhaustion,proxy listeners,shared helper hardening,MIT donor; clean-room semantic adaptation,medium,n/a,high,verified
TW-SEM016,n/a,n/a,sni-spoofing-rust,lifecycle,JoinSet task drain on listener shutdown,semantic-mechanism,executable-or-decision-primitive,independently-decidable,src/listener.rs,0fe8362e05970dd243fbb594af54d3657f2e4342defa64bbaf7caaffa01c05e4,JoinSet,reference comparison,one-to-one,reference-only,"Draining active tasks is attractive, but target connection handlers lack one uniform bounded cancellation contract; unconditional drain could hang shutdown.",future connection-task drain,n/a,future drain requires bounded handler cancellation,do not block daemon shutdown indefinitely,n/a,n/a,none,MIT donor; reference retained,high,TW-SEM015,high,reviewed
TW-SEM017,n/a,n/a,sni-spoofing-rust,sni-proxy,full packet/sniffer/SNI rewrite proxy plane,semantic-mechanism,executable-or-decision-primitive,independently-decidable,src/proxy.rs,4bc4d558fb76880da3db7297b98fc3fffac401f51869213532104995a319cc72,Proxy,comparison against target owner,many-to-one,superseded,LumiNet already owns SNI mutation/fragment/padding in its evasion tunnel; another packet/sniffer plane would duplicate network authority.,SNI evasion runtime,src/apps/daemon/internal/runtime/proxy/evasion_tunnel.go#EvasionTunnelManager,one target runtime owner controls SNI mutation,do not add a second packet/sniffer proxy authority,n/a,n/a,none,MIT donor; reference retained,high,n/a,high,reviewed
TW-SEM018,n/a,n/a,PattNG,higher-level-plane,Android underlying-network monitor/rebind,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/service/NetworkMonitor.kt,ab86fff0f5609cd12aa93c2198b09805988e4e20c7171ef9b3493fbb8e6c5480,NetworkMonitor,comparison,one-to-one,reference-only,"Useful mobile lifecycle reference, but LumiNet VPNEngine lacks a safe underlying-network rebind/reload authority.",mobile network rebind,n/a,target authority remains singular,do not mutate underlying network without a target-owned VPN lifecycle contract,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM019,n/a,n/a,PattNG,higher-level-plane,WorkManager subscription updater,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/handler/SubscriptionUpdater.kt,c180cd5679c8e19d3ee2280d1d47e1fc24ad942a1ebefc5adbf95f95620e1ccc,SubscriptionUpdater,comparison,one-to-one,superseded,Second-order ProfileService already owns durable source health and auto-refresh; donor scheduling would create a second authority.,subscription source health,src/apps/daemon/internal/integrations/sub/profile_service.go#ProfileService,target authority remains singular,do not add a parallel scheduler,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM020,n/a,n/a,PattNG,higher-level-plane,automatic certificate fingerprint discovery,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/handler/CertificateFingerprintManager.kt,ea4ed8e6ce367d3675df085caa66cc8b9dcb62954129bd71e9122acfb7596ec6,CertificateFingerprintManager,comparison,one-to-one,reference-only,Automatic first-seen pin adoption is TOFU and would create certificate trust authority without explicit approval.,certificate pin onboarding,n/a,target authority remains singular,do not auto-trust first-seen certificates,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM021,n/a,n/a,PattNG,higher-level-plane,application self-update checker,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/handler/UpdateCheckerManager.kt,1982f65f01656c2fabf9312eeee52e4d401fa138c09dc4c8ca9ae6e30970a43e,UpdateCheckerManager,comparison,one-to-one,rejected-with-reason,LumiNet still lacks a signed promotion/rollback authority for self-update.,future signed update plane,n/a,target authority remains singular,do not execute unsigned remote update promotion,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM022,n/a,n/a,PattNG,higher-level-plane,WebDAV backup plane,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/handler/WebDavManager.kt,223b9f47b085f9486edc2801858e2d238a8bf5867bc251882318140faafce5d7,WebDavManager,comparison,one-to-one,rejected-with-reason,"WebDAV backup adds credential, remote-path and restore-integrity authority not justified by the current target.",future backup/restore,n/a,target authority remains singular,"do not add remote backup without secret storage, integrity and rollback contracts",n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM023,n/a,n/a,PattNG,higher-level-plane,Android ProcessService lifecycle plane,semantic-mechanism,executable-or-decision-primitive,independently-decidable,V2rayNG/app/src/main/java/com/v2ray/ang/service/ProcessService.kt,07cbad98c188ef8decb57611168b20e9ff7cae751273fb8e9f722910e078a85e,ProcessService,comparison,one-to-one,superseded,The daemon already owns process lifecycle and introducing mobile donor supervision would duplicate process authority.,process lifecycle,src/apps/daemon/internal/integrations/sub/profile_service.go#ProfileService,target authority remains singular,one process owner remains authoritative,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM024,n/a,n/a,PattNG,higher-level-plane,donor Android product shell/root/LAN sharing,semantic-mechanism,executable-or-decision-primitive,independently-decidable,README.md,3a81d64b6583be71d7005eb8b7b3bf3776683dfbb12e9c678e0dcf54ced6c14b,product shell,comparison,one-to-one,reference-only,UI/product breadth is useful context but not stronger than target owners and includes broad device authority.,mobile product reference,n/a,target authority remains singular,do not promote root/LAN authority from UI state,n/a,n/a,none,GPL-3.0 donor; reference/comparison only,high,n/a,high,reviewed
TW-SEM025,n/a,n/a,PattNG-Config-Processor,web-service,public CORS proxy fetch pattern,semantic-mechanism,executable-or-decision-primitive,independently-decidable,index.html,3599ce47300469ad0850118869c32cf0bd6f89c9cc4b50750c0335c86bc740b9,fetch,negative-to-guardrail,one-to-one,rejected-with-reason,The public proxy pattern sends imported subscription URLs to a third party and creates a privacy/credential leak.,remote import privacy,n/a,subscription imports stay direct through target-owned bounded clients,never disclose private subscription URLs to a public CORS relay,n/a,n/a,none,unlicensed donor; anti-pattern only,high,n/a,high,reviewed
TW-SEM026,n/a,n/a,PattNG-Config-Processor,presets,fixed FinalMask/cipher presets,semantic-mechanism,executable-or-decision-primitive,independently-decidable,README.md,24b51e0987bb78e14dfa21ea872dc1c887f4bd260c7f9c70cb6cc1bb1b7b5221,presets,reference,one-to-many,reference-only,Preset values are setup-specific and unlicensed; only field grammar/validation is useful.,configuration presets,n/a,operator-supplied settings remain explicit,do not transplant opaque fixed cryptographic/obfuscation presets,n/a,n/a,none,unlicensed donor; values not copied,medium,n/a,high,reviewed
TW-SEM027,n/a,n/a,purvpn,corpus,sanitized real-world proxy grammar corpus,multi-file-corpus,data/evaluation evidence,independently-decidable,README.md,482c1d5e8fac3eaeb57cd4a488a0a160d27964c3ad422e7cca357451f68ee17b,corpus,aggregate extraction,many-to-many,extracted,Thousands of live share links expose grammar prevalence and malformed-key pressure. Only aggregate syntax counts are retained.,parser validation corpus,governance/convergence/third-wave-corpora.json#purvpn,corpus evidence contains counts and key names only,"never retain raw endpoints, credentials, UUIDs or keys",scripts/checks/check_third_wave_convergence.py#check_corpus,governance/evidence,aggregate-only,unlicensed corpus; aggregate statistics only,high,n/a,high,verified
TW-SEM028,n/a,n/a,purvpn,secrets,raw live endpoints/credentials/config payloads,semantic-mechanism,executable-or-decision-primitive,independently-decidable,links/link.txt,29fe8be044e02126bcb80f7a5780e0a35b1b0219021707155ca32a805223ca5b,live share payloads,negative evidence,many-to-many,rejected-with-reason,Raw provider nodes and credentials are operationally sensitive and not needed for adopted grammar semantics.,secret minimization,n/a,only aggregate grammar evidence survives,never copy live donor endpoints or credentials into source/governance/release,n/a,n/a,none,unlicensed corpus; sensitive payloads excluded,critical,n/a,high,reviewed
TW-SEM029,n/a,n/a,purvpn,tls,insecure TLS compatibility flags in live corpus,semantic-mechanism,executable-or-decision-primitive,independently-decidable,links/link.txt,29fe8be044e02126bcb80f7a5780e0a35b1b0219021707155ca32a805223ca5b,insecure/allowInsecure,negative-to-guardrail,many-to-one,rejected-with-reason,The corpus demonstrates legacy insecure flags but current target must not normalize those into automatic certificate-verification bypass.,secure TLS migration,src/apps/daemon/internal/networking/proxyconfig/xray_tls.go#BuildXrayTLSSettings,legacy insecure intent requires an explicit peer certificate pin for Xray,do not emit automatic Xray allowInsecure bypass,src/apps/daemon/internal/networking/proxyconfig/third_wave_contract_test.go#TestThirdWaveBuildXrayTLSSettingsFailsClosed,proxy import/core,guardrail,unlicensed corpus; negative evidence only,critical,TW-SEM001;TW-SEM011,high,verified
TW-SEM030,n/a,n/a,purvpn,proxy-grammar,packetEncoding share field,semantic-mechanism,executable-or-decision-primitive,independently-decidable,links/link.txt,29fe8be044e02126bcb80f7a5780e0a35b1b0219021707155ca32a805223ca5b,packetEncoding,reference,one-to-many,reference-only,Observed in the corpus but no agreed cross-core canonical mapping was established.,future packet encoding,n/a,future mapping must be explicit per core,do not silently reinterpret packetEncoding,n/a,n/a,none,unlicensed corpus; grammar evidence only,medium,n/a,high,reviewed
TW-SEM031,n/a,n/a,purvpn,proxy-grammar,sparse early-data ed/eh share fields,semantic-mechanism,executable-or-decision-primitive,independently-decidable,links/link.txt,29fe8be044e02126bcb80f7a5780e0a35b1b0219021707155ca32a805223ca5b,ed/eh,reference,one-to-many,reference-only,Sparse evidence is insufficient to define one cross-core target contract.,future early-data grammar,n/a,future adoption requires explicit transport semantics,do not infer semantics solely from key names,n/a,n/a,none,unlicensed corpus; grammar evidence only,low,n/a,high,reviewed
TW-SEM032,n/a,n/a,sni-spoofing-rust,release-artifacts,prebuilt platform binaries and bundles,semantic-mechanism,executable-or-decision-primitive,independently-decidable,releases/README.md,b750b7ed921181a97170c1259ff45d86e0297e3f30ca47dbd000079b41770010,releases/*,artifact-only classification,one-to-many,reference-only,Prebuilt binaries are accounted as release evidence but are neither executed nor imported because source is available.,release evidence hygiene,n/a,source-level evidence drives adoption,do not import opaque peer binaries into target runtime/release,n/a,n/a,none,MIT donor binaries retained only as provenance,high,n/a,high,reviewed
TW-SEM033,n/a,n/a,PattNG,repository-context,remaining Android/UI/build/docs surfaces,repository remainder,repository context,independently-decidable,README.md,3a81d64b6583be71d7005eb8b7b3bf3776683dfbb12e9c678e0dcf54ced6c14b,repository remainder,exhaustive surface disposition,many-to-many,reference-only,Remaining PattNG surfaces add contextual product/build knowledge but no stronger target mechanism after independent decisions above.,donor context accountability,n/a,all donor surfaces remain traceable,do not equate donor breadth with live adoption,n/a,n/a,none,GPL-3.0 donor; contextual reference only,low,n/a,high,reviewed
TW-SEM034,n/a,n/a,sni-spoofing-rust,repository-context,remaining Rust CLI/UI/build/container/docs surfaces,repository remainder,repository context,independently-decidable,README.md,ed306e9e6250bed57bb75f6132e244f5bbb6f8f7e4f9f5ff4c2c2194cce44047,repository remainder,exhaustive surface disposition,many-to-many,reference-only,Remaining Rust surfaces provide context but add no stronger target mechanism after scanner/listener/proxy decisions.,donor context accountability,n/a,all donor surfaces remain traceable,do not equate packaging/UI breadth with runtime value,n/a,n/a,none,MIT donor; contextual reference only,low,n/a,high,reviewed
TW-SEM035,n/a,n/a,purvpn,repository-context,remaining app/media/config surfaces,repository remainder,repository context,independently-decidable,README.md,482c1d5e8fac3eaeb57cd4a488a0a160d27964c3ad422e7cca357451f68ee17b,repository remainder,exhaustive surface disposition,many-to-many,reference-only,Remaining PurVPN surfaces are data/product context; live secrets/media are not target dependencies.,donor context accountability,n/a,all donor surfaces remain traceable,do not import live provider state or media as runtime authority,n/a,n/a,none,unlicensed donor; contextual reference only,low,n/a,high,reviewed
TW-SEM036,n/a,n/a,PattNG-Config-Processor,repository-context,remaining processor documentation/surface,repository remainder,repository context,independently-decidable,README.md,24b51e0987bb78e14dfa21ea872dc1c887f4bd260c7f9c70cb6cc1bb1b7b5221,repository remainder,exhaustive surface disposition,many-to-many,reference-only,"The tiny donor is fully accounted by the parser idea, CORS anti-pattern, preset rejection and contextual remainder.",donor context accountability,n/a,all donor surfaces remain traceable,do not add external processor service authority,n/a,n/a,none,unlicensed donor; contextual reference only,low,n/a,high,reviewed
