record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
FP-M0011,n/a,CG-FP-ACCOUNT-GodMode-main,GodMode-main,surface accountability,complete donor subtree accountability: build,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,build/.gitignore,6f29a27ea99e1bcfbb2660babd8498c63b806321f40897ac0d2918d4bcdb2c17,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,"MIT; permissive source eligible for comparison/adaptation, but target-native authority and correctness gates still apply",low,n/a,high,reviewed
FP-M0012,n/a,CG-FP-ACCOUNT-GodMode-main,GodMode-main,surface accountability,complete donor subtree accountability: images,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,images/OpenAI_Logo.svg,2ca37e0661efeefbfdec42d6aea949db07277b4bd1e368cc72c8a681f1403cc4,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,"MIT; permissive source eligible for comparison/adaptation, but target-native authority and correctness gates still apply",low,n/a,high,reviewed
FP-M0013,n/a,CG-FP-ACCOUNT-GodMode-main,GodMode-main,surface accountability,complete donor subtree accountability: release,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,release/app/package-lock.json,2333fccd4699705e3b75960d3fe19fe12e080ceb85c5196138eddf88a1b59687,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,"MIT; permissive source eligible for comparison/adaptation, but target-native authority and correctness gates still apply",low,n/a,high,reviewed
FP-M0014,n/a,CG-FP-ACCOUNT-GodMode-main,GodMode-main,surface accountability,complete donor subtree accountability: scripts,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,scripts/configs/.eslintrc,4db09455d15b0aa4d6020780ba3ca6c816886a38d7c569c6a844f6f3d6d6b3c0,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,"MIT; permissive source eligible for comparison/adaptation, but target-native authority and correctness gates still apply",low,n/a,high,reviewed
FP-M0015,n/a,CG-FP-ACCOUNT-GodMode-main,GodMode-main,surface accountability,complete donor subtree accountability: src,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/__tests__/App.test.tsx,7fc9f6b3ecd1d55de9c2fd63ea9e68a10d2ec4cc092ce957fa5e31ca94cc821c,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,"MIT; permissive source eligible for comparison/adaptation, but target-native authority and correctness gates still apply",low,n/a,high,reviewed
FP-M0016,n/a,CG-FP-ACCOUNT-GoodbyeDPI-master,GoodbyeDPI-master,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.editorconfig,d1e69576e7fbada115de62ccb6dc43814c34d8050cb024007a876c752ec55908,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,Apache-2.0; direct adaptation permitted with attribution,low,n/a,high,reviewed
FP-M0017,n/a,CG-FP-ACCOUNT-InterceptSuite-main,InterceptSuite-main,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,README.md,8c0e40dabbe08e1d5b8f758f481c7e108744f49cfe86035476ad0cebaac3ecec,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,no explicit license; no direct source reuse; concepts/negative evidence/reference only,low,n/a,high,reviewed
FP-M0018,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: @root/@direct,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.gitmodules,05b02f9e1284702448aac792aa853011d8d1461f31458ec7f40fc7c3a3475434,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0019,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: .github,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.github/FUNDING.yml,68291696be7cc5fc3ce74510da20a28d6027034648ef227ca73034f371b55b40,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0020,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/Firewall,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/Firewall/Firewall.png,affcd8b2a359f6f20fe418fecc1bee6e565b74b6800a731a685f323859ffc20f,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0021,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/How to check,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/How to check/Screenshot_how_to_check_1.png,f58d1167b98cdfbfa5c3389f35255f36c8367790e0389d6ecb92cc3eea49aa4d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0022,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible with VPN,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible with VPN/InviZible with VPN.png,b7eabf5b44fc8416751225ea3652acee07435c936e596310d65ce92d25eb23dd,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0023,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-I2P-Firefox,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-I2P-Firefox/Screenshot_invizible_i2p_firefox_1.png,99f9a280048e2bbb1e7b97e6af143b3bae853c005050ffab9a8c2b5769669be3,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0024,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-NetGuard,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-NetGuard/Screenshot_invizible_netguard_1.png,898051ff3e89a0b14c1f55be739382f8b0784f5c2292a9e87df9feb8f643c769,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0025,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-Rethink,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-Rethink/Screenshot_invizible_rethink_1.png,7c7440bb9697c54ef475359d5183b722ca404757fc5e1085c9de54be8805a662,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0026,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-Telegram,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-Telegram/Screenshot_invizible_telegram_1.png,c4ddbea23b5690d2fec060d005c912b37d09d0d185901c01d6bd9b244da4a710,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0027,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-Tor-Firefox,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-Tor-Firefox/Screenshot_invizible_tor_firefox_1.png,58d18c90bb3b38febec8e53c75834069a5ea6c2cbb4604a7fc02f1d9d58171b2,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0028,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/InviZible-pDNSf,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/InviZible-pDNSf/Screenshot_invizible_pdnsf_1.png,d00575b591df5b27a5078a466f81110b20f15ae955f03a14c054a2a5849df59c,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0029,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/Operation modes,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/Operation modes/Screenshot_operation_modes_1.png,9cc709ee4c3a9a4ccab221c41863e1b9f149b9636c4c33c28c0aa241257e3a02,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0030,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/Options,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/Options/Add DNSCrypt server/Screenshot_add_dnscrypt_server_1.png,748a67c0b482e2c38297b5689d47ba2ceafeb731562100b69c5f45d3e10a71fb,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
FP-M0031,n/a,CG-FP-ACCOUNT-InviZible-master,InviZible-master,surface accountability,complete donor subtree accountability: Wiki/Screenshots/Quick guide,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,Wiki/Screenshots/Quick guide/Screenshot_quick_guide_1.png,caadde8e647e4b75d4c65760ccf9bef9cc7d5d551c250cef7ab3bc50b183d4c9,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded subtree were recursively inventoried and reviewed for implementation, operational, product, deployment, test, generated, vendored, documentation and negative-evidence value. This accountability record does not imply source reuse or behavioral equivalence.",n/a,n/a,every descendant surface remains hash-accounted and eligible for narrower semantic extraction,module-level accountability must never be used as a substitute for a fine-grained adoption decision,n/a,n/a,n/a,GPL-family copyleft; target uses independent target-native semantics only; no direct donor source reuse for eighth-order changes; independent target-native rederivation/evidence only unless pre-existing compatible boundary already exists,low,n/a,high,reviewed
