change_type,path,baseline_sha256,current_sha256,baseline_size_bytes,current_size_bytes,baseline_mode,current_mode
added,governance/convergence/post-refactor-229-symlinks.csv,n/a,898646b648a5eac3158cb010ad69f1b9f00dc472ecb6e9d774d93dff14f75b9d,n/a,665,n/a,0o644
added,governance/convergence/post-refactor-229-validation.md,n/a,ec6596822947ddc06ad201da8891baf63c6183c9f7432a434e9e6739f5f13cfa,n/a,2852,n/a,0o644
modified,scripts/checks/check_mutation_retry_authority.py,4dcda68a654dcf6a7c0a0fd248f71b7d004de418d2378650d6092d7efde120e4,4dcda68a654dcf6a7c0a0fd248f71b7d004de418d2378650d6092d7efde120e4,4236,4236,0o755,0o644
modified,scripts/checks/check_post_refactor_137_convergence.py,a20f469e00cb870a8f3808c8dc5ce6f101c15b31cc65f5602b67bc0947f9b714,e2c2c74e57644ebd4f14537c94c3019f1d05f48e1f5785233c9e60c431165188,18929,19781,0o644,0o644
modified,scripts/checks/check_post_refactor_228_convergence.py,42c2ae0c4af4feab042952053e88166431623f0c6e4c39fab994fd3748dde507,a07e1dbabf9ec12107110b0b47903606fb111a63ed16e3aa59e12d410a1e4d93,24455,25634,0o755,0o644
added,scripts/checks/check_post_refactor_229_convergence.py,n/a,c7c5b4ec2bd4b4c35d23c5ed2632a707e46203c3a820390f1a4e7c9e189cd332,n/a,28006,n/a,0o755
modified,scripts/generate/generate_post_refactor_228_delta.py,3aec61f60055bb34ef527154d1fe9fea5c130747569a8f53b3bc90411e0f3be2,3aec61f60055bb34ef527154d1fe9fea5c130747569a8f53b3bc90411e0f3be2,1999,1999,0o755,0o644
modified,scripts/generate/generate_post_refactor_228_evidence.py,f656da4c8b2d1733bda71325b601c7f8ac9ded217491706d9a66baef73818439,f656da4c8b2d1733bda71325b601c7f8ac9ded217491706d9a66baef73818439,58291,58291,0o755,0o644
added,scripts/generate/generate_post_refactor_229_delta.py,n/a,439e8d3d599e3ba4e420c2246b014a0e7b8bbf59d6b42b2ef4e19ab75538cdf3,n/a,2024,n/a,0o755
added,scripts/generate/generate_post_refactor_229_evidence.py,n/a,e1cedb0c8a364585e1b178b106c9b1847acbcf4b9fe5307db457daf1c6fd4e16,n/a,100875,n/a,0o755
added,src/apps/daemon/internal/adapters/api/handlers_post_refactor_229_planners.go,n/a,7fa8f2b445207cc7087384149bf347e66bec63f5210b19ff1973e150085c1606,n/a,2953,n/a,0o644
modified,src/apps/daemon/internal/adapters/api/handlers_update_admission.go,03011b917e37c274323c9ed901bf72517188b60bd288a654a7f9dc460f94df9b,6dfbc0dff4462b4c55ed79fb7f20a5917fd47de50b69cacad01802e4a1500536,1990,2015,0o644,0o644
modified,src/apps/daemon/internal/adapters/api/handlers_update_discover.go,5fe70fb81f1fb80845d973acea5b5665d1aee76b27df15bd0119ed13d9e9ffeb,dedbd330c704f5d33c3a8355cbd7188e73195cd2d643a0a8e45ee9288e556ef2,2249,2275,0o644,0o644
modified,src/apps/daemon/internal/adapters/api/handlers_update_stage.go,d98c84978a0fbad7a2bd70385dac7cf0eb459497602ca596a8799c428428d996,ac1155189384d8b6c5e3c531bcd3d9e6576021929d36ef1e505ea445511f1488,1913,2092,0o644,0o644
modified,src/apps/daemon/internal/adapters/api/routes_system.go,7884f2f93aaabcb46730e99afe9628b29d5b66ec4e3e7eacab1db910c661bdda,44f093b3542351e2f638c81355e69d83496dfcc11e96097c285b4b22070b69da,9539,9834,0o644,0o644
added,src/apps/daemon/internal/adapters/api/update_metadata_admission.go,n/a,f73817ff0c6fc71220b75be3b62cc8e9c3fe020b1ffe43af82d7d94b4980258e,n/a,1693,n/a,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/artifact_admission_plan.go,e16e8d2583d607c39f881ac5f3e420f26059272f106727ba018f5874ac5c0fe2,f28e7b3bbf787658da2a087a8558f3683db4390cda5fb2f88c0ec1dd838bff95,4400,8667,0o644,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go,f0f6e7fc84eff02b7b90cdb0c020b9e48f93da29be2279f4011fcebda39afc8b,c34e8c6a9b44ddf4ad45ea8c5020294dce7aa860e1ff824fd5539e229258a4ae,14046,15615,0o644,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go,8aed2b03e0bf03791b463c24db19e0981eecb9ab3cc43a9a5c5fb60ffebab3e8,618e53ee9c6fd92f7857321bdb6d3cdeedcb8466fb9be9d7078f46d667bc8df7,8619,10419,0o644,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_229_plans_test.go,n/a,edf89bffb613b5ce7b004bc517df1052fe4a60451c1a744e6646a5e2b3a3c58f,n/a,10125,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/relay_constraint_plan.go,n/a,a7b02cba0b0fd66f3941e0e7544a8af175298111f9e35333ce3a7ce48425e647,n/a,10647,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/split_tunnel_plan.go,n/a,9601389fe8feddcf201d72db82abe23b53f43230dbbf61da3953dc6f7ea15894,n/a,5831,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/tls_interception_evidence_plan.go,n/a,057ff49157828e45698b3384bed1205042cd01ab596377b33c4df9a372b378f3,n/a,6775,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/tunnel_safety_plan.go,n/a,cfd79e9a132886aa1ef9b02391a449acdb063e49d74626bb5e0e2df4d98f94c2,n/a,9924,n/a,0o644
added,src/apps/daemon/internal/analysis/diagnostics/update_rollout_plan.go,n/a,05ed24d3bbf95bdb925db1b5b976ee31268b32ea06d2508b8e2b01235cadb5b7,n/a,4057,n/a,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/wireguard_device_policy_plan.go,b85d6c68c7ca2aff38e89bf93ae79b52bf1378f36728799476243686c5390cfd,660cfd89cdb3fb9a73a747b70569cb1d9637ea7637ca14d7d7a596995d9066aa,10835,11835,0o644,0o644
modified,src/apps/daemon/internal/foundation/store/migrations.go,f82d9b8d1555742de0ed5178fff3f5fe0726ad10627893f8e3fffff41983b808,ab9c08afde9ec44e29bfbf055c345724d3616a01b0adb3c9f88c843e06eef035,8524,8944,0o644,0o644
added,src/apps/daemon/internal/foundation/store/update_metadata.go,n/a,82f77a9732f0da99060347c710a7156c8a4e348c8278691f995cdfae5fd00824,n/a,3061,n/a,0o644
added,src/apps/daemon/internal/foundation/store/update_metadata_test.go,n/a,9e4e1477f96acb5b644a3cf422612c6f6f7e3d6060dc71e7b8ba427555dcf914,n/a,1321,n/a,0o644
added,src/apps/daemon/internal/foundation/updateadmission/post_refactor_229_test.go,n/a,f9c989f1540ceadd637778efc75b29f52f9106c6b2c42f5312f1170c3d8768ba,n/a,2802,n/a,0o644
modified,src/apps/daemon/internal/foundation/updateadmission/updateadmission.go,00e4fb71d389cd28692c663486895ab7db95ea578b5ee220283e89eb81588d2e,45f9b8ab80fc069834221c83e246871868bc94ea5d3ecb51cd21125dc0e37f59,7374,9130,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/gsa_relay.go,195587d872a8770703a58fcfd9167b1604a4315c023e9414ffe2f442b11fa0e5,6b3735ee98afadf7a336592ebafe48f0d94b0e00f3237cacfe7b11bad19d38de,3350,4351,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/gsa_relay_test.go,fe05b93a12d60e88e9c41069b32d203a642e73fd438549b7d3a68ea63df1a96d,211bfde628b73b4f862194c2558ab82b1a2b8f1820e8b8bb1608926cbabcca3b,1731,4336,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/http_bounds.go,f4bb0bdadc79a45b3cad9805f9355cf22f3bdf9636a6442e67814d3d002bb9b5,cb281826e74260d0532c6e0261924c3e3af4158aceeaccd24aff22a732f00a41,455,1392,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/http_bounds_test.go,4359cb6905e42fb736833d6920ec09069217684ae8e4dfe24d5190a4180e4cc4,a32cfd2fcb2fd9ffcece0fd0c0b7b8f8555e995a1032e81b2726059109af97a9,315,1024,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/relay_wire.go,7e03d723b8969d6481fb6f82d8e52d5f8eff74c6241debc34d9c1e327815c1ea,3a96730cf0861f181dd33ca0078a6551f8941341dcc886431fd574312600c627,836,1351,0o644,0o644
modified,src/apps/daemon/internal/integrations/relayclient/serverless_dialer.go,9d4d5af25c17313b98150038fcb6c5ae6e89675be66edd50f45b8d14e998d09a,3ff1a495bbbc8f53f791a6e98d32f80b853fd6022c9456d364b31ba19a0eb135,7982,7994,0o644,0o644
modified,src/packages/control-ui/package.json,f606cb1639992b0b336529af3d7cf8285617089e58c3aa51cd5d99bf96353734,77150404d106cccfdb0674828273367a57c0c40f011c94fc3a239a25c52655e5,2110,2189,0o644,0o644
added,src/packages/control-ui/scripts/test-post-refactor-229.mjs,n/a,199df72866b012de58a231e4198afa627015c1cd6742b6d64287a17de6a2a579,n/a,16972,n/a,0o644
modified,src/packages/control-ui/src/api/planners.ts,bcdc9e6de6f90ef19d60a601e0b17840fe8c58d403391318411fe468c8a5ef2c,02855de91e7ea19d7348eb041106a931e93e87377256105298c432e1f132a22f,31055,41641,0o644,0o644
modified,src/packages/control-ui/src/pages/Health.tsx,5597529dbe4b2d64d4844638ca8bb9275b45118882a00f31dd15a93f68b6023e,c56557a2bb0764f48e72aba147a8d64b8d7a80eb0f6fc2ce2805e379a1fddd93,27268,35185,0o644,0o644
modified,src/packages/control-ui/src/pages/Operations.tsx,08e22bf322fbee2c030864c0438cfd11acf52d46091e8ed9469b893a076fc87d,33080010fd4d6e23e9209baabe19709c942775d9ed4023899eb8918d36c25f20,134431,135383,0o644,0o644
modified,src/packages/control-ui/src/pages/Profiles.tsx,eba4ae2380be04af81a0ec8a55fabcc6b819a8ee4fe18b736d1d690d6700e8d2,bfb8ffa1d5ad49217a0b6ae37985009d025720e87d644f71da5c3cd41cccacfb,51189,54322,0o644,0o644
modified,src/packages/control-ui/src/pages/Rules.tsx,22086df74ed72988e80735dd668d97ada020a65327b7e15211377218cc4a85e6,7dd3fdd93a0feac8f1d7d54afa348dff20563e02801c70902fab8de441ab0aab,27109,30519,0o644,0o644
modified,src/packages/control-ui/src/pages/Settings.tsx,ac7dfa05cf95474d68b6125cd2bc842d8a94ae28eb94ee91969f3960cb9f7e11,fdd27d301dc53edc77e7a5d57f7ca840464a185c641da6af85fcc7d0853229e8,30744,34035,0o644,0o644
