path,change_type,accountability_class,semantic_record_ids,reason,verification_node,baseline_sha256,current_sha256
governance/topology/relocations.json,modified,topology-review,SEM087,Review baseline-era files changed by peer-derived convergence without mutating immutable baseline identities,scripts/checks/verify_repository_topology.py#main,b0fa97fa2ca2fc85e8647944035f058cbb1d00b03d266ff75d5ab52bfb03f0c3,fbadfd7c4e6222417fcd12193af1c6a0a32f62a2911fa0d935dd62ecfff8a5c8
scripts/checks/check_host_products.py,modified,product-guard,SEM002,Enforce secret-minimization and relative TypeScript import integrity in the control UI,scripts/checks/check_host_products.py#main,bc3fa22ff382f6b0b0ecdf2e939d1da3d7b49b26555d4ca1c216442943fc998b,006d255da55a8d79135ae2a567177718e75e73b4d9cdd7cdf0d843a21cb14d9e
scripts/checks/check_mobile_product.py,modified,product-guard,SEM003,Enforce Android SocketProtector registration/delegation/teardown lifecycle,scripts/checks/check_mobile_product.py#main,11a2f667035fcb31925a642e73b82c8754ab57c9a3c58e12c93a3676f66d65b3,9fee04b33cdce813f66089e3e47fccfe950dc548949846b26e75fbf24e4a1eae
scripts/checks/check_peer_convergence.py,added,peer-governance,SEM087,Validate peer archive/surface/module/symbol/semantic/target-delta evidence and literal target anchors,scripts/checks/check_peer_convergence.py#main,n/a,b30aff5d504c8131d68fab21905fecf06a9ad11cfc2a56b4e0c0948c381895a2
scripts/checks/check_source_context.py,modified,target-repair,n/a,Repository-relative source-context exclusions repaired after convergence workspace exposed absolute-path leakage,governance/convergence/peer-target-repairs.csv#PTR002,1c040cac2fa432765dc9419ee7885e838dce837f9ce54e27be761de8be699f00,c67623bdea65233018f9a4d58b684fb169d7ed30be9deb69f7059d097a6894d4
scripts/checks/repo_audit.py,modified,repository-guard,SEM087;SEM109,Replace obsolete parser byte-freeze with owner checks and enforce convergence-derived ECH/bounded-I/O/peer invariants,scripts/checks/repo_audit.py#main,668e0fefe1b23387f231a26e1cef6cbc1c8f208d5db930ccf5b882c46063830b,b37b07d2a51f3a100a1a831aedc30bfac6d776460d7bc0d16b0397faf3bc0f87
src/.context,modified,generated-navigation,n/a,Regenerated source navigation after target changes,scripts/generate/generate_source_context.py#main,82e0884f2cc6971b339a7b796a9d97e52c5dfeae3221edf4b971796c311952e2,b059565d923f235a1fc5ce229110a49e3ec905ea5a9a03f1ad3e33b99b81180b
src/apps/android/app/src/main/java/com/luminet/android/VpnEngineService.kt,modified,semantic-owner,SEM003,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,4dbc6eb099568d7dfabf1ca17df6481b651e044aea4d99e740eb2fe393792056,380d568bc56305090734a3070e86bc0a0baa5583b1fa382d2b17c4391cbbd16c
src/apps/daemon/cmd/doctor.go,modified,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,fd3d77a649d8a3e6c7a2638f7e1ab18ef81059c76f43b50240b62655e2cfb0aa,53fbb307c5bde29987b81832b680b6b7f5e1c177c972ae5c3d704dbb5876a1d3
src/apps/daemon/internal/analysis/diagnostics/diagnostics.go,modified,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,d5e607c8169de608ac77000bf6adbc01ddecea5aa5dbae87c9cd6c1407715ac3,85a87df5d554d053c3b146321435b4ddca24dffd1422498f2a62749e657808b0
src/apps/daemon/internal/analysis/scanner/cloudflare_deployer.go,modified,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,cf37bf64779d0b282f70baa94b80d4a6257f997742be18d6df4868ba7036dee5,abaf1e5b65ec9bb62b7270f3ab588a171338008d8d5060e444347aa5829ac225
src/apps/daemon/internal/analysis/scanner/private_ranges_test.go,added,acceptance-evidence,SEM053,Regression evidence for canonical local/LAN classification including CGNAT/link-local,src/apps/daemon/internal/analysis/scanner/private_ranges_test.go#TestIsReservedOrUnsafeAddrCanonicalLocalRanges,n/a,d78337adbd86068267202fbc5d5099f57bfdb022d207e7c66a3c1610fb7bc260
src/apps/daemon/internal/analysis/scanner/scan_runtime_utils.go,modified,transitive-caller,SEM053,Remove weaker scanner-local private predicate and delegate to canonical geoip owner,src/apps/daemon/internal/analysis/scanner/private_ranges_test.go#TestIsReservedOrUnsafeAddrCanonicalLocalRanges,7267ea16e18234b331d59706cdccd9641a5683fcd7b201c8bcf0b83a5a859ff1,e3102d02edc6dfc4faec00597fd2e70069628ed72f34f72669bf1054a46d987b
src/apps/daemon/internal/foundation/config/atomic_file.go,added,semantic-owner,SEM052,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,a561d0ce6aa7c157d58c9bd4449faedad03b9366264cf58a8b937f9159091e4d
src/apps/daemon/internal/foundation/config/atomic_file_test.go,added,acceptance-evidence,SEM052,Exercise private synchronized atomic config write,src/apps/daemon/internal/foundation/config/atomic_file_test.go#TestWriteAtomicPrivateFile,n/a,e195292434a3aab15e056d282f6d28d2757bc5d20e9ea2ec47c8af9f268e8389
src/apps/daemon/internal/foundation/config/config.go,modified,transitive-caller,SEM052,Route config persistence through the durable private atomic writer,src/apps/daemon/internal/foundation/config/atomic_file_test.go#TestWriteAtomicPrivateFile,c50ee57a2ab7a3d1b4b3ffff9d57969ae6181166dea26c9a3f317442bd9c54ef,d833d6c03d24980de28a4274a59bfb41544ad203b9ac21593ed624e347f81986
src/apps/daemon/internal/integrations/captchaclient/http_bounds.go,added,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,0b96352f0a6d9014ccf035f7f402181185b1c13efa62b9d690a9f9072e6008bf
src/apps/daemon/internal/integrations/captchaclient/solver.go,modified,transitive-caller,SEM054,Apply owner-specific bound before parsing provider-controlled captcha response,src/apps/daemon/internal/integrations/captchaclient/http_bounds.go#readBoundedCaptchaResponse,c38f2de5023c2a4bb00b38dacf89bd8ecdf8045ec17c0318b84884e352b40a03,d067fbd2dec7f7d6bbf3acc16514b28acdb341cb8e3ce812607eb3dfb6aef40a
src/apps/daemon/internal/integrations/provision/cloudflare.go,modified,semantic-owner,SEM054;SEM095,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,ea3bc5fb83e44c0fa3c407801b8a72eb3111e2d0bbd4d60e4348ce240ce61558,f1ff8f86136dc166638d9c31033d6ae676f63debf75d9da2a3c88f56a64f837d
src/apps/daemon/internal/integrations/provision/cloudflare_bounds_test.go,added,acceptance-evidence,SEM054,Reject oversized Cloudflare provisioning response bodies,src/apps/daemon/internal/integrations/provision/cloudflare_bounds_test.go#TestCloudflareResponseBodyBound,n/a,2886889d8b70a3c70347d8a43f195c951c41abb86adc793d2b1eef5b4403803b
src/apps/daemon/internal/integrations/provision/cloudflare_errors.go,added,semantic-owner,SEM095,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,486c5628e8e0274e9b0ce73a5c9cb49be2c6e53fb5b2a1eefb3929255faada7d
src/apps/daemon/internal/integrations/provision/cloudflare_errors_test.go,added,acceptance-evidence,SEM095,Verify structured Cloudflare rejection details and retry hint without automatic mutation retry,src/apps/daemon/internal/integrations/provision/cloudflare_errors_test.go#TestFormatCloudflareAPIErrorExtractsStructuredErrorsAndRetryHint,n/a,83eecddb67b4f62ba81c7738730ca7b9b65d8ad55d6cde530654a895b69a9822
src/apps/daemon/internal/integrations/relayclient/gsa_relay.go,modified,transitive-caller,SEM054,Bound relay control-plane response before JSON parsing,src/apps/daemon/internal/integrations/relayclient/http_bounds.go#readBoundedRelayControlResponse,af2f38c1c6f0cbd0ff548fd231178a6cef14cc767c617c2c6049c7e6b58e3044,84c3f88618257cca8c44f88614da6d8de18e006f250b2b1e94c6d94c2b10120f
src/apps/daemon/internal/integrations/relayclient/http_bounds.go,added,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,f4bb0bdadc79a45b3cad9805f9355cf22f3bdf9636a6442e67814d3d002bb9b5
src/apps/daemon/internal/integrations/relayclient/http_bounds_test.go,added,acceptance-evidence,SEM054,Exercise relay control-plane response ceiling,src/apps/daemon/internal/integrations/relayclient/http_bounds_test.go#TestReadBoundedRelayControlResponse,n/a,4359cb6905e42fb736833d6920ec09069217684ae8e4dfe24d5190a4180e4cc4
src/apps/daemon/internal/integrations/relayclient/serverless_dialer.go,modified,transitive-caller,SEM054,Bound relay control-plane response before JSON parsing,src/apps/daemon/internal/integrations/relayclient/http_bounds.go#readBoundedRelayControlResponse,84c05792ed363c3abc0ede0b4fde5d1d3957570e90dd18e16f056fa5071c1840,bd975a381c08d1184352d3c28e663087fa10f1be9683380c4ac83689bf54ef10
src/apps/daemon/internal/integrations/sub/aggregate.go,modified,semantic-owner,SEM037,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,326a7e60c61302f6f2d8b6afdd4e746d50f8c7b4a787e15b322af1a157438883,6b831af1738ce72456bf7fbed96dee66ef42f0e7357d1ab844d5bad216fc64f0
src/apps/daemon/internal/integrations/sub/aggregate_concurrency_test.go,added,acceptance-evidence,SEM037,Prove bounded worker count and deterministic source-order flattening,src/apps/daemon/internal/integrations/sub/aggregate_concurrency_test.go#TestResolveInputsBoundedPreservesInputOrder,n/a,30b3b8a696f058ad6026bfd5695b0274341c288170a49e51bb3b4ac6b26e436a
src/apps/daemon/internal/integrations/sub/egress.go,modified,semantic-owner,SEM054;SEM091,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,02cf1bf2a5237e9cfd1c973ff3e53dce93ac2dbe1c81666148894627db81ac0b,ab8275964464681e7a2d02e5e5815756b8e06a3ffe883af436626ee8c2cbee51
src/apps/daemon/internal/integrations/sub/mtproto.go,modified,transitive-caller,SEM054,Reuse subscription ingestion body ceiling for MTProto source JSON,src/apps/daemon/internal/integrations/sub/egress.go#readBoundedSubscriptionBody,dab19eedde8767208a85370e387adf31031297f7005240dff50b97db4317c65b,7bdb18a26948abdf33938403bd5bf339ee4384ab43dca4e9f5a3d8382e443cb7
src/apps/daemon/internal/integrations/sub/safety.go,added,semantic-owner,SEM010;SEM034;SEM035,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,064488f0b27517ee78f321bbe298fa3b8699b6a26032c54ee8a5a38da3b241dc
src/apps/daemon/internal/integrations/sub/safety_test.go,added,acceptance-evidence,SEM034;SEM035;SEM053,"Verify fail-closed TLS admission, semantic dedupe, and canonical local-target rejection",src/apps/daemon/internal/integrations/sub/safety_test.go#TestFilterSafeProxyConfig,n/a,ac4209867e4fd93261e7c9a73701ed8025862c9fa82e201ce5feebbbc6affeb9
src/apps/daemon/internal/integrations/sub/telegram_links.go,modified,transitive-caller,SEM054,Reuse subscription ingestion body ceiling for Telegram HTML,src/apps/daemon/internal/integrations/sub/egress.go#readBoundedSubscriptionBody,bd6d078965dcf7ffcfa4eaeeeaad402e10a08d33020c9c99df340db19c3a376b,09e76452217a4f123aee6b1b4b54ccb97fe8f69fa6774a78cc138340570b2caf
src/apps/daemon/internal/networking/dns/ddns_bounds.go,added,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,95e777d5c23227b0ddb9682f5202ba15cb4faf31c0678aa97d39a0bd5f541137
src/apps/daemon/internal/networking/dns/ddns_bounds_test.go,added,acceptance-evidence,SEM054,Exercise bounded DDNS JSON response decoding,src/apps/daemon/internal/networking/dns/ddns_bounds_test.go#TestDecodeBoundedDDNSJSON,n/a,fa5012f9857d398f60b4324d9626b11030ac741046986ca9b6c836047895191e
src/apps/daemon/internal/networking/dns/ddns_updater.go,modified,transitive-caller,SEM054,Bound DDNS control responses before parsing/status handling,src/apps/daemon/internal/networking/dns/ddns_bounds.go#decodeBoundedDDNSJSON,e3d8e7457389a61831f92d7e6ceaaa2008cc3bc62d6450500e40fa177a720a66,c318bb27a86ac8f708c28392a746491fb3de424a2a0a50d4db3c74b67550d254
src/apps/daemon/internal/networking/dns/doh_proxy.go,modified,transitive-caller,SEM054,Use DNS wire body ceiling for DoH response,src/apps/daemon/internal/networking/dns/http_bounds.go#readBoundedDNSBody,bfd72a106aafec34ae4e03cb9a0f78204382d721cc17eed0b432f3c18d80e3a5,3a1b462b6b6ccc154b163eb1d116f0075b71038001f9005c0f8da5a44061f7cf
src/apps/daemon/internal/networking/dns/doh_resolver.go,modified,transitive-caller,SEM054,Use DNS wire body ceiling for DoH response,src/apps/daemon/internal/networking/dns/http_bounds.go#readBoundedDNSBody,cadb5b1bbee2666d91c2b9e642c1c185d90c811b690798257f91e48c244b6739,cf087ef3b1b3537123cc337febddacd450925ed66b06c64203e343e54e6d9c26
src/apps/daemon/internal/networking/dns/dohcache.go,modified,transitive-caller,SEM054,Replace truncating 65536-byte read with canonical DNS maximum and overflow rejection,src/apps/daemon/internal/networking/dns/http_bounds.go#readBoundedDNSBody,fe83f50c6b285bbba35b38803c4ace41ab0ab3d08fd2b212226ae765625d9881,46db735e244be6f4fab0ce709437aac024702d9c670f5b1dac1384cce251c7b8
src/apps/daemon/internal/networking/dns/http_bounds.go,added,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,1f19889ed8a7880dbffda3ffe64e699622fdb78e2a32fd39ca241c2dacae6f22
src/apps/daemon/internal/networking/dns/http_bounds_test.go,added,acceptance-evidence,SEM054,Exercise DNS wire response body ceiling,src/apps/daemon/internal/networking/dns/http_bounds_test.go#TestReadBoundedDNSBody,n/a,da5a1f9c8244ac73e7e3635bb798759f60c3fed1aac6d33b0950ae20df2fe0ef
src/apps/daemon/internal/networking/dns/resolver.go,modified,transitive-caller,SEM054,Use DNS wire body ceiling for resolver DoH response,src/apps/daemon/internal/networking/dns/http_bounds.go#readBoundedDNSBody,a9c20342b3776271f78cf3e1ae2a1a5e2fc0644612b80a97a294aca941fd62a9,baa05e408aa14e0194164931ffdfd85717432ec9f6375d642733d0dc9e7b1b57
src/apps/daemon/internal/networking/dns/status_bounds.go,added,transitive-owner,SEM054,Define bounded DDNS status body contract,src/apps/daemon/internal/networking/dns/status_bounds.go#readBoundedDDNSStatus,n/a,c24493358d35dc1d319fd2ffe2113be3516fea96c8db5e792c21ee4cf9f98ebc
src/apps/daemon/internal/networking/geoip/geoip.go,modified,semantic-owner,SEM053,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,44ff482d058151729ed7805d389f0b211a41223b1cd5e9d6ce3e6324e403e988,95025f7ac9a689add52155799b7cf659b548581302de2ca5a9e50a5ca66e2953
src/apps/daemon/internal/networking/geoip/geoip_test.go,modified,acceptance-evidence,SEM053,Verify canonical private/local classification including CGNAT/link-local,src/apps/daemon/internal/networking/geoip/geoip_test.go#TestIsPrivateIP,be0837270bab8435be8fb99afaede956888abda7f7aec0f9806da3bcfc672925,9d7fad5278b3d43f0aed0ed3dd6986de1eccd7b0b09045a0e114dbcc9e16a337
src/apps/daemon/internal/networking/geoip/http_bounds.go,added,semantic-owner,SEM054,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,e31c228a19bd22ac91827d1824ca83a12bdb695dbc0f24ef4e7034a227aa3b01
src/apps/daemon/internal/networking/geoip/http_bounds_test.go,added,acceptance-evidence,SEM054,Exercise bounded GeoIP JSON decoding,src/apps/daemon/internal/networking/geoip/http_bounds_test.go#TestDecodeBoundedGeoIPJSON,n/a,04910d00feb0a4f4af570f92960f325a37e16b82643935d59dd0439a124f3928
src/apps/daemon/internal/networking/proxyconfig/parser_anytls.go,modified,transitive-caller,SEM032;SEM033,Use centralized insecure-query aliases and normalized URI ingress,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestInsecureTLSAliases,73a8c30e31970cb061dbf5e7f095d70d2774953b4bd68419ff2038e6d7b072c8,f6a7d9e25dc1a5d0f064d2761210095a96d072e81ac560abf8a67cae9ad35c32
src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go,modified,acceptance-evidence,SEM110,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,fd094b922ee325b7560e65113ec755ca2d650d5ff54eb94fd66f089aee1393b1,83249331250bdf91b929de36d0eff28d73a65ecf37d4433b1c960a9b2902ab49
src/apps/daemon/internal/networking/proxyconfig/parser_hy2.go,modified,transitive-caller,SEM032;SEM033,Use centralized insecure-query aliases and normalized URI ingress,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestInsecureTLSAliases,4ec0e13b5b5044b2638185bab90550ed4e3d32d4f628164adae23e693f6f396c,4473d7c4e9207f7ad0de63f550953634db1e04507e127b8f729e538ada9dd717
src/apps/daemon/internal/networking/proxyconfig/parser_juicity.go,modified,transitive-caller,SEM032;SEM033,Use centralized insecure-query aliases and normalized URI ingress,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestInsecureTLSAliases,179668d3d2e44cd6c33dc5de7581ca5f7e1aaabb1271cf647241435056e6ccd7,0352cd42ed76372c20e0cb36ebe096b29a24a92756bae4e39f29a9373316afab
src/apps/daemon/internal/networking/proxyconfig/parser_naive.go,modified,transitive-caller,SEM032;SEM033,Use centralized insecure-query aliases and normalized URI ingress,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestInsecureTLSAliases,fd214d4f87f6b3c7721940242ab5075211d9b1292f7ebb9c2058a3e8fcded394,a0bbc0fc0d7ba8455305c0e3a8216da589c4987f5b58c965fb1b7e84fc5205c2
src/apps/daemon/internal/networking/proxyconfig/parser_ss.go,modified,semantic-owner,SEM106;SEM108;SEM110,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,9cf02f510628413b8ca449d583b9dfe2eaa8266a0958f00a11789367b837d19c,f13416f2dbaad95c59e67b9b1257374dab248b6a2040e5c89fcb969d9500b68a
src/apps/daemon/internal/networking/proxyconfig/parser_trojan.go,modified,transitive-caller,SEM032;SEM033,Use centralized insecure-query aliases and normalized URI ingress,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestInsecureTLSAliases,fc4b70799eca6e5a3ed0fd341d28e0656a4166eb5997c3bbe2edd4a3035bb508,13892927a0c3f46142036560b5b71f287225ba66574892d88d90c81f19e6b390
src/apps/daemon/internal/networking/proxyconfig/parser_tuic.go,modified,transitive-caller,SEM032;SEM033,Use centralized URI normalization,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestHTMLEscapedQuerySeparators,09c054fec1e4c6f7e4d34c46ee8d5e42aa3a5e259c9e1d61d2077809b2fdd292,9da2e09111148ca7fe7d824dd28b06b92a3415d9361f40f9d459eb21ba98ac75
src/apps/daemon/internal/networking/proxyconfig/parser_vless.go,modified,transitive-caller,SEM032;SEM033,Use centralized URI normalization and TLS alias handling,src/apps/daemon/internal/networking/proxyconfig/parser_contract_test.go#TestHTMLEscapedQuerySeparators,de0bd8ce54b767b0566d78187d3c19802e505887cf7c8b3102792485c8d74696,6cc3a372a323cb15388b89dd710e1c2cd764393607a114395c4db8e1c54fa417
src/apps/daemon/internal/networking/proxyconfig/parser_vmess.go,modified,semantic-owner,SEM107,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,4ff0ac4802bacd0507d933c76873e7f6b55f91af7a98423c8d0fd4eb8ab8cb5b,2b95669df2af405c698199bf66e4dca87333cf380b6e9db2ab72dc3be029f06d
src/apps/daemon/internal/networking/proxyconfig/types.go,modified,semantic-owner,SEM032;SEM033,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,3569ce9b2cf7d5874be3a867ec0bd24cd3668258b03fa3b3d3c4af771cd0ec7b,c95f5803e4fc14c38532ff44fa56b58b2b3a1861403ea6187171e38ddbb59cab
src/apps/daemon/internal/networking/routing/domain_data/category-service-access.txt,added,semantic-owner,SEM027,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,7e36c00b19d1554f59ced9095fc26084c1ccd285e6e470ee6cf77b2d3f6e108c
src/apps/daemon/internal/networking/routing/domain_domainrouting.go,modified,semantic-owner,SEM027,"Load canonical .txt corpus, service-access category, recursive available includes, cycles and deterministic dedupe",src/apps/daemon/internal/networking/routing/domain_domainrouting_test.go#TestServiceAccessCorpusOverridesGeographicRouting,0ee18ac11f4e0d3ca11562e0bb1293ef3e08fc5f065487338e35da91043cc4a2,364a146ba998b5f6a195f8dcc895fc398ae346de1b1df029d9dd30a8bfd67a07
src/apps/daemon/internal/networking/routing/domain_domainrouting_test.go,modified,acceptance-evidence,SEM027,Verify service-access precedence plus embedded include expansion/cycle/dedupe behavior,src/apps/daemon/internal/networking/routing/domain_domainrouting_test.go#TestServiceAccessCorpusOverridesGeographicRouting,f201a4830fc7cbc5a18afc9a9ef686b1481c35cc43b2031c37e60b133f9b84a5,e65e084b80f9a93e9f8f2b23a3a8223d06b5bc6a1bf73fb9e7e3185f4d244ad8
src/apps/daemon/internal/platform/system/process_supervisor.go,modified,semantic-owner,SEM013;SEM014;SEM015,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,6e733d14dac19812c2de16d40500ba410dbd9028c55cf7ec6808eedd3d7c821a,04ba66225d033288a06183e82665ea6a6ef7b01fe41d67e495a9c7c91dfc722f
src/apps/daemon/internal/platform/system/process_supervisor_test.go,modified,acceptance-evidence,SEM013;SEM014;SEM015,Verify dormant process-supervision capability backoff/readiness semantics,src/apps/daemon/internal/platform/system/process_supervisor_test.go#TestRestartBackoff,8149f11eebe52d3ffc88e5aea01b1cbb8b723f19ed5e9f0085cbc669e0dd157b,16dc87ccbe40066793cc4cc8b4518d0040d8bdb2f780d51ee4c3b4ce842af936
src/apps/daemon/internal/runtime/proxy/accept_backoff.go,added,semantic-owner,SEM049,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,n/a,1aa8cf491a23fd833cfc231398e6379c6fd90f2df827fa7b8ec7e1bbc64134d8
src/apps/daemon/internal/runtime/proxy/accept_backoff_test.go,added,acceptance-evidence,SEM049,Exercise cancellation-aware accept-error yield policy,src/apps/daemon/internal/runtime/proxy/accept_backoff_test.go#TestWaitAfterAcceptError,n/a,a87569d13c6cc341d8dfe66924a6f8a0394d2122289b41ba64824292a615975e
src/apps/daemon/internal/runtime/proxy/covert_gdocs.go,modified,transitive-caller,SEM054,Bound Google control/error/chunk bodies and raw covert chunks,src/apps/daemon/internal/runtime/proxy/http_bounds.go#readBoundedProxyHTTPBody,7c4d5b6d2ba31b8f2ccd4ce07b6288b3c671df11efcb954629732d14454343cb,7ff40425d6b85399de4050184469db7bfe4c7b990aa392e4ff06bc649f7231b1
src/apps/daemon/internal/runtime/proxy/ech.go,modified,semantic-owner,SEM109,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,438e168a44d73b40ee97190354832eeab37147bb8c342265f37893a4942a48d4,1f07092185610f93914ed7621bad29f3289a0252c9cbf0ca4c9e2db9db91f843
src/apps/daemon/internal/runtime/proxy/ech_test.go,modified,acceptance-evidence,SEM109,Direct target owner or acceptance evidence named by semantic ledger,scripts/checks/check_peer_convergence.py#main,d7378ab96bc3c3f5e2b9c0dbf671169169a7a7b9d138b59af7f6d6629ddb8fed,96310e266a938f78505c62eb726c1a1c37d3e29c4adb43c3f6e89f77d46b6c1b
src/apps/daemon/internal/runtime/proxy/evasion_tunnel_dns.go,modified,transitive-caller,SEM054,Bound DoH response bodies in evasion tunnel DNS paths,src/apps/daemon/internal/runtime/proxy/http_bounds.go#readBoundedProxyHTTPBody,bc11e4a1433a4cced3c827ecf89e27c6aada44a39f4fa1aeacedf5ea706cd202,4770a3bcee1b32ad596d04e3bdeda9d1521e1919ca9da2655c917f501d06ef92
