record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
S7-011,n/a,CG-S7-011,strongswan-master,operations,StrongSwan build/configuration/scripts/documentation plane,file/symbol family,operational practice,context-dependent,README.md,db17c5534b5ec262982e9f0e8a0c4f91d1125b8199708c0a377f15c3e5ecc646,n/a,reference,many-to-many,reference-only,Operational material retained for external-engine packaging guidance; donor build system is not imported.,n/a,n/a,n/a,n/a,n/a,n/a,none,GPL-2.0-or-later overall with component-specific notices; target invokes external charon-cmd and does not copy source,low,n/a,high,reviewed
S7-012,n/a,CG-S7-012,strongswan-master,remainder,StrongSwan remaining plugin/front-end/source surfaces,file/symbol family,architectural pattern,context-dependent,LICENSE,0888c425aaba1286f48e9500ebeac4db100bf84c8f6c8f82d5f571aa03364793,n/a,reference,many-to-many,reference-only,All remaining StrongSwan surfaces are explicitly retained as reference after major independent protocol/control/kernel/test families were decomposed above.,n/a,n/a,n/a,n/a,n/a,n/a,none,GPL-2.0-or-later overall with component-specific notices; target invokes external charon-cmd and does not copy source,low,n/a,high,reviewed
S7-013,n/a,CG-S7-013,EasyTier-main,routing,latency-first multi-hop mesh route planning,file/symbol family,executable behavior,standalone target-native equivalent,easytier-core/src/peers/conn/peer_map.rs,11d641801d5ec4da4849504d6138e35f72a9070eece9f59e082bdc147900e023,n/a,rederivation,idea-to-native,inspired-native,latency-first multi-hop mesh route planning dispositioned against current LumiNet ownership.,latency-first multi-hop mesh route planning,src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan.go#BuildMeshRoutePlan,Route selection can optimize measured multi-hop latency and loss without mutating host routes.,Planner is bounded and read-only.,src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan_test.go#TestBuildMeshRoutePlanPolicies,Operations / Network planning lab,additive/no durable migration,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",medium,n/a,high,verified
S7-014,n/a,CG-S7-014,EasyTier-main,routing,least-hop alternate route policy,file/symbol family,executable behavior,standalone target-native equivalent,easytier-core/src/peers/route/graph_algo.rs,fcb12b89ae66e5b55ebcb842bc112ca3fe959c344aeedafaccb83745311ca1b2,n/a,rederivation,many-to-one,inspired-native,least-hop alternate route policy dispositioned against current LumiNet ownership.,least-hop alternate route policy,src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan.go#BuildMeshRoutePlan,Operators can compare least-hop with latency-first policy over the same graph.,"Unknown nodes, invalid metrics and inactive edges cannot enter a route.",src/apps/daemon/internal/analysis/diagnostics/mesh_route_plan_test.go#TestBuildMeshRoutePlanRejectsBadGraph,Operations / Network planning lab,additive/no durable migration,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",medium,S7-013,high,verified
S7-015,n/a,CG-S7-015,EasyTier-main,observability,adaptive peer ping cadence with healthy-link backoff,file/symbol family,performance technique,context-dependent,easytier-core/src/peers/conn/peer_conn_ping.rs,ad17767108997fd023c7bad584f5877c3184a9748515453e65de3d4c89120b35,n/a,reference,one-to-many,reference-only,Valuable probing-efficiency primitive retained; current LumiNet health owners have independent timing contracts and were not rewritten in this release.,n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",low,n/a,high,reviewed
S7-016,n/a,CG-S7-016,EasyTier-main,peer-discovery,"relay peer map, hole punching, STUN/NAT and peer discovery",file/symbol family,executable behavior,context-dependent,easytier-core/src/peers/relay_peer_map.rs,d9a3563db7060f304e8ff1c6ac4aae80f7e5594be054c7a820aae34d6424b2a8,n/a,reference,many-to-many,reference-only,Rich P2P discovery/relay plane is larger than the read-only mesh planning capability and would introduce a new overlay authority.,n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",medium,n/a,high,reviewed
S7-017,n/a,CG-S7-017,EasyTier-main,gateway,"subnet proxy, packet gateway and WireGuard portal mechanisms",file/symbol family,executable behavior,standalone target-native equivalent,easytier-core/src/gateway/mod.rs,c8d014611c17fb2bc75db96c527d918b9226b0b712b48b36122001a8f54f3913,n/a,synthesis,many-to-one,superseded,"subnet proxy, packet gateway and WireGuard portal mechanisms dispositioned against current LumiNet ownership.","subnet proxy, packet gateway and WireGuard portal mechanisms",src/apps/daemon/internal/runtime/proxy/evasion_tunnel.go#EvasionTunnelManager;src/apps/daemon/internal/runtime/mobilecore/types.go#ShadowsocksPrefix,Existing LumiNet TUN/proxy/WireGuard/runtime owners already cover gateway/proxy responsibilities.,No second packet-routing authority is created.,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_test.go#TestEvasionTunnelConn_Write_Range,Operations / runtime engines,additive/no durable migration,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",medium,n/a,high,verified
S7-018,n/a,CG-S7-018,EasyTier-main,product,mesh GUI/mobile/operator visualization ideas,file/symbol family,executable behavior,standalone target-native equivalent,easytier-contrib/easytier-android-jni/Cargo.toml,5b573d2cfccd5234996d79649a760380d4be78c286c30a7d3b85ede8b8173c32,n/a,inspiration,idea-to-native,inspired-native,mesh GUI/mobile/operator visualization ideas dispositioned against current LumiNet ownership.,mesh GUI/mobile/operator visualization ideas,src/packages/control-ui/src/pages/Operations.tsx#Network planning lab,Mesh evidence is exposed through reviewable route tables instead of hidden CLI output.,UI remains non-authoritative; planner endpoint is read-only.,src/packages/control-ui/scripts/test-seventh-order-promotions.mjs#mesh route planner action,Operations / Network planning lab,additive/no durable migration,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",low,n/a,high,verified
S7-019,n/a,CG-S7-019,EasyTier-main,configuration,configuration import/export and CLI management patterns,file/symbol family,executable behavior,standalone target-native equivalent,easytier-contrib/easytier-ohrs/src/config_repo/import_export.rs,b9b69f2dc85282c137a323bb2c743162787eb1d23e718874ad3fa5dcf9cf4775,n/a,synthesis,many-to-one,superseded,configuration import/export and CLI management patterns dispositioned against current LumiNet ownership.,configuration import/export and CLI management patterns,src/packages/control-ui/src/pages/Profiles.tsx#luminet.subscription-profiles.v1,LumiNet already owns bounded profile import/export and source health.,Donor configuration does not become a second source of truth.,src/apps/daemon/internal/integrations/sub/profile_service_test.go#TestProfileServiceReturnsIndependentSnapshots,Profiles,additive/no durable migration,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",low,n/a,high,verified
S7-020,n/a,CG-S7-020,EasyTier-main,remainder,"EasyTier remaining runtime, RPC, third-party and build surfaces",file/symbol family,architectural pattern,context-dependent,LICENSE,e3a994d82e644b03a792a930f574002658412f62407f5fee083f2555c5f23118,n/a,reference,many-to-many,reference-only,"EasyTier remaining runtime, RPC, third-party and build surfaces dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-3.0; target uses independently implemented semantics, no donor source copied",low,n/a,high,reviewed
S7-021,n/a,CG-S7-021,VpnHood-develop,quality,endpoint success/failure/latency quality scoring,file/symbol family,executable behavior,standalone target-native equivalent,src/Core/VpnHood.Core.Proxies.Management.Abstractions/ProxyEndPointStatus.cs,0defbb4fd11a02a8bac1ac553daa426a3c91194e1f57a17c4be7407357a32f7b,n/a,rederivation,many-to-one,inspired-native,endpoint success/failure/latency quality scoring dispositioned against current LumiNet ownership.,endpoint success/failure/latency quality scoring,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#BuildEndpointPoolPlan,Endpoint rank incorporates success history and measured latency.,Disabled/failed/quota-exhausted endpoints are not dispatch eligible.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestBuildEndpointPoolPlan,Operations / Endpoint pool planner,additive/no durable migration,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",medium,n/a,high,verified
S7-022,n/a,CG-S7-022,VpnHood-develop,endpoint-discovery,endpoint merge ordering and DNS/IP strategy,file/symbol family,executable behavior,standalone target-native equivalent,src/Core/VpnHood.Core.Proxies.Management.Abstractions/ProxyEndPointUpdater.cs,4ee0dc9277f73e63de0fd24806662069e352cf17181c16f5fc582cdc51feb879,n/a,synthesis,many-to-one,recomposed,endpoint merge ordering and DNS/IP strategy dispositioned against current LumiNet ownership.,endpoint merge ordering and DNS/IP strategy,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#EndpointPoolPlan,Endpoint observations are deduplicated into one ranked dispatch plan.,Duplicate endpoints and invalid quota/metrics are rejected.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestBuildEndpointPoolPlanRejectsDuplicateAndInvalidQuota,Operations / Endpoint pool planner,additive/no durable migration,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",medium,S7-021,high,verified
S7-023,n/a,CG-S7-023,VpnHood-develop,telemetry,session status and quality/operator telemetry model,file/symbol family,executable behavior,standalone target-native equivalent,src/Core/VpnHood.Core.Client/ClientSessionStatus.cs,833fb4d643224fcd6eaa3b41cad9bf832bf0acedd0090e4bf09caa69239a8d8d,n/a,inspiration,idea-to-native,inspired-native,session status and quality/operator telemetry model dispositioned against current LumiNet ownership.,session status and quality/operator telemetry model,src/packages/control-ui/src/pages/Operations.tsx#Endpoint pool planner,Quality and dispatch evidence is surfaced directly to the operator.,Displayed quality never grants mutation authority.,src/packages/control-ui/scripts/test-seventh-order-promotions.mjs#endpoint pool quality view,Operations / Endpoint pool planner,additive/no durable migration,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",low,S7-021,high,verified
S7-024,n/a,CG-S7-024,VpnHood-develop,dns-filtering,"split-DNS, packet filtering and SNI filtering plane",file/symbol family,executable behavior,standalone target-native equivalent,src/Core/VpnHood.Core.Client.Abstractions/DnsConfig.cs,f9d2ed5d196c09802d25b685246a8774cc42c659c0f2c48b4a2c67aa2d5e4b1b,n/a,synthesis,many-to-one,superseded,"split-DNS, packet filtering and SNI filtering plane dispositioned against current LumiNet ownership.","split-DNS, packet filtering and SNI filtering plane",src/apps/daemon/internal/runtime/proxy/evasion_tunnel_dns.go#forwardDNSQuery,Existing LumiNet DNS/evasion/filtering owners are more target-native.,No duplicate DNS mutation/filtering authority.,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_test.go#TestEvasionTunnel_ForwardDNSQuery_UDP,n/a,additive/no durable migration,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",medium,n/a,high,verified
S7-025,n/a,CG-S7-025,VpnHood-develop,tunneling,"packet channels, UDP/TCP proxy pools and transport plane",file/symbol family,executable behavior,context-dependent,src/Core/VpnHood.Core.Tunneling/Proxies/UdpProxyPool.cs,d58cdd7f9783606f2854bc9bf36642eb78bc2aa2111cd5275c44748bff826c6e,n/a,reference,many-to-many,reference-only,Retained as transport/pool reference; current target runtime/proxy architecture remains authoritative.,n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",medium,n/a,high,reviewed
S7-026,n/a,CG-S7-026,VpnHood-develop,server,server access/session/accounting system,file/symbol family,executable behavior,context-dependent,src/Core/VpnHood.Core.Server/SessionManager.cs,3762178546985ae09bde4304e27fbc95757c7aa5c07d1ef206bf7eb35aab0e65,n/a,reference,many-to-many,reference-only,server access/session/accounting system dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",medium,n/a,high,reviewed
S7-027,n/a,CG-S7-027,VpnHood-develop,product,cross-platform app connection UX and status presentation,file/symbol family,executable behavior,standalone target-native equivalent,src/AppLib/VpnHood.AppLib.App/AppConnectionState.cs,a8529dd0587e82c3bbacbcebc8fcf73818557c902ab775b73cc9900b5d36b8b5,n/a,synthesis,many-to-one,superseded,cross-platform app connection UX and status presentation dispositioned against current LumiNet ownership.,cross-platform app connection UX and status presentation,src/packages/control-ui/src/pages/Operations.tsx#Operator workspace,"LumiNet Operations already centralizes engine status, diagnostics and connection tools.",UI is non-authoritative and degrades per capability.,src/packages/control-ui/scripts/test-feature-promotions.mjs#checkOperationsRuntimeAndUpdates,Operations,additive/no durable migration,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",low,n/a,high,verified
S7-028,n/a,CG-S7-028,VpnHood-develop,validation,"VpnHood tests, docs and packaging surface",file/symbol family,test/oracle,context-dependent,tests/VpnHood.Test/Tests/EndPointResolverTests.cs,c8690f0fac7bc9e05fd73843ed15b23c461ce97d7b099f53d0e668e9e6dffa72,n/a,reference,many-to-many,reference-only,"VpnHood tests, docs and packaging surface dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",low,n/a,high,reviewed
S7-029,n/a,CG-S7-029,VpnHood-develop,remainder,VpnHood remaining application/core assets,file/symbol family,executable behavior,context-dependent,LICENSE,613eec3f52a6eed821408e6c8cd9bfcd8234e5e8d011d285549385be6f8acc1c,n/a,reference,many-to-many,reference-only,VpnHood remaining application/core assets dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,"LGPL-2.1; target uses independently implemented semantics, no donor source copied",low,n/a,high,reviewed
S7-030,n/a,CG-S7-030,MasterDnsVPN-main,dns-tunnel,DNS name/UDP budget/encoding capacity and MTU planning,file/symbol family,executable behavior,standalone target-native equivalent,internal/client/mtu.go,67e0e600d0747455aef9d081dab30c1d73a1811f049017944e649652b4187017,n/a,rederivation,idea-to-native,inspired-native,DNS name/UDP budget/encoding capacity and MTU planning dispositioned against current LumiNet ownership.,DNS name/UDP budget/encoding capacity and MTU planning,src/apps/daemon/internal/networking/dnstunnel/plan.go#BuildPlan,A bounded planner estimates query/response/frame payload capacity before deployment.,"Planner opens no sockets and rejects invalid suffix, encoding, budget and oversized payload.",src/apps/daemon/internal/networking/dnstunnel/plan_test.go#TestBuildPlanRejectsInvalidEncodingAndBudget,Operations / DNS tunnel capacity,additive/no durable migration,MIT; target uses independently implemented planning semantics,medium,n/a,high,verified
S7-031,n/a,CG-S7-031,MasterDnsVPN-main,dns-tunnel,"fragment/reassembly, ARQ and packet identity mechanics",file/symbol family,executable behavior,context-dependent,internal/fragmentstore/store.go,3e874d31e25c7555af97b0bd5776dfa383e7d750e9ffea7307e6ae2bcc75197c,n/a,reference,many-to-many,reference-only,Retained as protocol reference; live DNS-tunnel runtime is not introduced by a sizing/planning feature.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,medium,n/a,high,reviewed
S7-032,n/a,CG-S7-032,MasterDnsVPN-main,dns-tunnel,"session, stream, client/server and dispatcher lifecycle",file/symbol family,executable behavior,context-dependent,internal/client/session.go,96ad6f787cffb2198efd83e558cd98d63ac6f8fe581457f2d9ee2b21d82322fc,n/a,reference,many-to-many,reference-only,"session, stream, client/server and dispatcher lifecycle dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,medium,n/a,high,reviewed
S7-033,n/a,CG-S7-033,MasterDnsVPN-main,dns-tunnel,"DNS cache, rate control, base codecs and compression",file/symbol family,executable behavior,context-dependent,internal/dnscache/store.go,8033d3c633036a3370742674df27aab249398e39738a5814fedfa72fc751910a,n/a,reference,many-to-many,reference-only,"DNS cache, rate control, base codecs and compression dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,low,n/a,high,reviewed
S7-034,n/a,CG-S7-034,MasterDnsVPN-main,operations,"CLI, configuration, Docker and deployment recipes",file/symbol family,operational practice,context-dependent,cmd/client/main.go,a3651f0e24936a3db1a50bca98573b36594762838906288196be92f142ac79a3,n/a,reference,many-to-many,reference-only,"CLI, configuration, Docker and deployment recipes dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,low,n/a,high,reviewed
S7-035,n/a,CG-S7-035,MasterDnsVPN-main,remainder,MasterDnsVPN remaining tests/localization/assets,file/symbol family,executable behavior,context-dependent,LICENSE,1277596c706c04c2d0823dfd7700be8a30dbc28be0f838c68e4f3a7df5baa067,n/a,reference,many-to-many,reference-only,MasterDnsVPN remaining tests/localization/assets dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,low,n/a,high,reviewed
S7-036,n/a,CG-S7-036,MasterHttpRelayVPN-RUST-main,relay,quota-aware endpoint eligibility and dispatch ranking,file/symbol family,executable behavior,standalone target-native equivalent,src/quota_tracker.rs,490e94f940a4d4e1f317090fd7f86f9dc3b243915e1194c42a5415715b79f0df,n/a,synthesis,many-to-one,recomposed,quota-aware endpoint eligibility and dispatch ranking dispositioned against current LumiNet ownership.,quota-aware endpoint eligibility and dispatch ranking,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#BuildEndpointPoolPlan,Quota evidence participates in one target-owned endpoint rank alongside health/latency.,Quota-exhausted endpoints are ineligible.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestBuildEndpointPoolPlan,Operations / Endpoint pool planner,additive/no durable migration,MIT; target uses independently implemented planning semantics,medium,S7-021,high,verified
S7-037,n/a,CG-S7-037,MasterHttpRelayVPN-RUST-main,relay,"warm pool, prewarm and connection-health operational patterns",file/symbol family,executable behavior,standalone target-native equivalent,src/tunnel_client.rs,09f9e59eb60dd271a66c9c4acac2d6b7f93bf58c1d5f63344ae9b586e9cce53d,n/a,synthesis,many-to-one,recomposed,"warm pool, prewarm and connection-health operational patterns dispositioned against current LumiNet ownership.","warm pool, prewarm and connection-health operational patterns",src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan.go#WarmPool,Planner emits a bounded warm-pool recommendation from eligible endpoints.,Warm pool never exceeds eligible dispatch order or 16 endpoints.,src/apps/daemon/internal/analysis/diagnostics/endpoint_pool_plan_test.go#TestBuildEndpointPoolPlan,Operations / Endpoint pool planner,additive/no durable migration,MIT; target uses independently implemented planning semantics,low,S7-036,high,verified
S7-038,n/a,CG-S7-038,MasterHttpRelayVPN-RUST-main,fronting,"fronting groups, edge DNS and cache routing",file/symbol family,executable behavior,standalone target-native equivalent,config.fronting-groups.example.toml,b35334dcf1608c5d38596f496376f4e8909319d29a6d1c32f6e4a9176eb6d2cd,n/a,synthesis,many-to-one,superseded,"fronting groups, edge DNS and cache routing dispositioned against current LumiNet ownership.","fronting groups, edge DNS and cache routing",src/apps/daemon/internal/runtime/proxy/evasion_tunnel.go#EvasionTunnelManager,Existing LumiNet fronting/evasion owners remain authoritative.,No parallel relay/fronting runtime is introduced.,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_test.go#TestEvasionTunnelConn_Write_SniSpoof,n/a,additive/no durable migration,MIT; target uses independently implemented planning semantics,medium,n/a,high,verified
S7-039,n/a,CG-S7-039,MasterHttpRelayVPN-RUST-main,relay,full Rust HTTP relay/client/server protocol,file/symbol family,executable behavior,context-dependent,src/main.rs,1e61ac8c434430be24dbbc22ca1b0b670287fc0e070d49c7b04f71b680bd7f6e,n/a,reference,many-to-many,reference-only,full Rust HTTP relay/client/server protocol dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,medium,n/a,high,reviewed
S7-040,n/a,CG-S7-040,MasterHttpRelayVPN-RUST-main,product,"Android VPN service, app UI and deployment helpers",file/symbol family,product/UX surface,context-dependent,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,n/a,reference,many-to-many,reference-only,"Android VPN service, app UI and deployment helpers dispositioned against current LumiNet ownership.",n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,low,n/a,high,reviewed
S7-041,n/a,CG-S7-041,MasterHttpRelayVPN-RUST-main,remainder,relay project remaining assets/scripts/configurations,file/symbol family,executable behavior,context-dependent,LICENSE,1126322e2cc8d165adc4c792eeb195717de2bcc7b39be1ce77959d78e87ef685,n/a,reference,many-to-many,reference-only,relay project remaining assets/scripts/configurations dispositioned against current LumiNet ownership.,n/a,n/a,n/a,n/a,n/a,n/a,none,MIT; target uses independently implemented planning semantics,low,n/a,high,reviewed
