record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
S6-011,n/a,s6-011,nahan,operator-console,"multi-user quota, usage, Telegram, PWA, update and dashboard plane",semantic-unit,executable-behavior,independently-decidable,nahan-main/_worker.js,4f4366a1fecdaba0399e281f1c88e8a17a28621505add6b0fcf482edb4648852,getDashboardUI,comparison and decomposition,many-to-many,superseded,"Nahan bundles multi-user profiles, quota/expiry, activity, Telegram operations, update checks, PWA-like dashboard behavior and clean-IP/ECH controls into one Worker. Fifth-order LumiNet already exposes richer separated owners for Profiles, Operations, signed update admission/staging, PWA shell, provider health and Telegram deployment adapters; this wave only adds the missing portable profile backup/restore primitive.",rich operator console,src/packages/control-ui/src/pages/Profiles.tsx#Profiles;src/packages/control-ui/src/pages/Operations.tsx#Operations;src/packages/control-ui/public/sw.js#CACHE_NAME,"operator features remain separated by target authority while preserving visible quota, source health, update and operational workflows",do not recreate a monolithic Worker/KV control plane or duplicate existing state owners,src/packages/control-ui/scripts/test-feature-promotions.mjs#checks,Profiles and Operations,none,provenance retained; existing target features supersede donor plane,medium,n/a,high,verified
S6-012,n/a,s6-012,awesome-anti-censorship,capability-taxonomy,anti-censorship technique taxonomy as live capability discovery,semantic-unit,taxonomy-and-product-affordance,independently-decidable,awesome-anti-censorship-master/README.md,620fc4a4ed0b336cd43f7f97a2a5e2a81b6927db167d503e51396e9038243fa0,n/a,inspired-native synthesis,many-to-one,inspired-native,"The list is valuable as a taxonomy rather than executable code. LumiNet converts the concepts into an inventory of capabilities operators can actually use today and explicitly labels reference-only families, avoiding stale outbound link lists.",circumvention capability catalog,src/apps/daemon/internal/analysis/provider/circumvention_catalog.go#CircumventionCatalog;src/apps/daemon/internal/adapters/api/handlers_circumvention_catalog.go#setupCircumventionCatalogRoutes;src/packages/control-ui/src/pages/Operations.tsx#loadCircumventionCatalog,catalog entries describe target-native/external/reference integration levels rather than claiming every listed technique is implemented,documentation evidence cannot grant runtime authority or invent an implementation,src/apps/daemon/internal/analysis/provider/circumvention_catalog_test.go#TestCircumventionCatalogHasUniqueIDsAndDefensiveTags,Operations / Circumvention capability catalog,additive,provenance retained; target-native implementation,low,n/a,high,verified
S6-013,n/a,s6-013,awesome-privacy,capability-taxonomy,privacy-tool taxonomy normalized into target capability discovery,semantic-unit,taxonomy-and-product-affordance,independently-decidable,awesome-privacy-master/readme.md,3e86fcef7afc662977e158c2f34bdb4421138b3700b52c5852a8c8fafb97b678,n/a,inspired-native synthesis,many-to-one,inspired-native,The privacy list contributes categorization and operator vocabulary. LumiNet maps only relevant network/privacy mechanisms onto the same target-native capability catalog instead of copying third-party product recommendations or stale URLs.,circumvention capability catalog,src/apps/daemon/internal/analysis/provider/circumvention_catalog.go#CircumventionCatalog,catalog vocabulary helps operators discover the target capabilities that actually exist,external project listings remain evidence/reference and are not represented as installed LumiNet features,src/apps/daemon/internal/analysis/provider/circumvention_catalog_test.go#TestCircumventionCatalogHasUniqueIDsAndDefensiveTags,Operations / Circumvention capability catalog,additive,provenance retained; target-native implementation,low,S6-012,high,verified
S6-014,n/a,s6-014,awesome-tor,tor-product-taxonomy,Tor ecosystem taxonomy recomposed with live Tor operations,semantic-unit,taxonomy-and-product-affordance,independently-decidable,awesome-tor-master/README.md,3fad14fa8be44bc5a536d8d4e147878c26687ef730fead91e93bead2bf415a14,n/a,inspired-native synthesis,many-to-one,inspired-native,"The Tor list contributes ecosystem vocabulary and operational categories. LumiNet exposes the pieces it actually owns—Tor runtime, identity rotation and bounded onion diagnostics—while keeping unrelated tools as reference-level catalog items.",Tor operator capability discovery,src/apps/daemon/internal/analysis/provider/circumvention_catalog.go#CircumventionCatalog;src/packages/control-ui/src/pages/Operations.tsx#rotateTorIdentity;src/packages/control-ui/src/pages/Operations.tsx#probeOnion,Tor capabilities shown to operators correspond to real target owners and diagnostic actions,the catalog does not claim third-party Tor ecosystem projects are bundled or installed,src/packages/control-ui/scripts/test-sixth-order-promotions.mjs#checks,Operations / Tor and capability catalog,additive,provenance retained; target-native implementation,low,S6-001;S6-002,high,verified
S6-015,n/a,s6-015,onion-route-proxy,tor-product-ux,Tor circuit rotation and onion-crawler operator affordances,semantic-unit,product-concept,independently-decidable,onion-route-proxy-main/README.md,02b333b37e93f34915f7028bf6ef7112cca6e9a990dcde425d1d9fcdaedaa5d3,n/a,idea-to-native product derivation,many-to-one,inspired-native,"The repository is mostly aspirational product copy, but its circuit rotation/crawler/bridge/operator concepts align with real target seams. LumiNet realizes the defensible subset as explicit NEWNYM, bounded onion probe metadata and capability discovery in Operations rather than pretending to provide the donor browser/fingerprint/AI stack.",Tor operations workspace,src/packages/control-ui/src/pages/Operations.tsx#rotateTorIdentity;src/packages/control-ui/src/pages/Operations.tsx#probeOnion;src/apps/daemon/internal/analysis/provider/circumvention_catalog.go#CircumventionCatalog,operator UI exposes only actions backed by target capabilities and labels reference techniques accurately,"aspirational browser fingerprint randomization, AI page analysis and bridge claims are not fabricated as shipped behavior",src/packages/control-ui/scripts/test-sixth-order-promotions.mjs#checks,Operations / Tor,additive,provenance retained; target-native implementation,medium,n/a,high,verified
S6-016,n/a,s6-016,onion-route-proxy,repository-automation,hourly random-content commit workflow,semantic-unit,negative-lesson,independently-decidable,onion-route-proxy-main/.github/workflows/rCDIRHslpXrK.yml,c4b437b15fd06ceba828ec923867c4b70c1e7a1f2c27390d8643202cd5ec2e80,n/a,negative-to-guardrail,one-to-one,rejected-with-reason,The workflow mutates repository contents hourly with randomized commit messages and no product-state purpose. It adds repository churn rather than runtime/user value and is explicitly not absorbed.,repository mutation guardrail,scripts/checks/check_sixth_order_convergence.py#main,convergence must not add scheduled random repository mutation or synthetic activity generation,no write-enabled cron may be introduced merely to manufacture commits/activity,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; rejected automation,medium,n/a,high,verified
S6-017,n/a,s6-017,VUMP-limited,profile-management,multi-server multi-port multi-user management panel concept,semantic-unit,product-concept,independently-decidable,VUMP-limited-master/README.md,366d38fb3ec0a980ec0acc2dd5631c78ab87d597c83b53dfd31d8ba3e9912ddb,n/a,comparison and supersession,many-to-one,superseded,"VUMP contains a management-panel concept but no implementation. LumiNet already has richer profile management, runtime engines, mirrors/health/quota metadata and operator workspaces, so the concept is fully covered without importing a parallel panel.",profile and runtime management,src/packages/control-ui/src/pages/Profiles.tsx#Profiles;src/packages/control-ui/src/pages/Operations.tsx#Operations,one target profile/runtime model drives the management UI,do not create a second donor-shaped server/user database for the same operator outcome,src/packages/control-ui/scripts/test-feature-promotions.mjs#checks,Profiles and Operations,none,provenance retained; target feature set supersedes concept,low,n/a,high,verified
S6-018,n/a,s6-018,node-typedarray,legacy-js-runtime,Buffer/ArrayBuffer/typed-array compatibility polyfill,semantic-unit,legacy-runtime,independently-decidable,node-typedarray-master/lib/node-typedarray.js,8f7cb485d308fb9297be00d265978c6335e72dbc07ecd19d8f6d2b7b316257a7,ArrayBufferToBuffer,comparison and supersession,one-to-one,superseded,The donor patches global Buffer/Array/typed-array behavior for an old Node/browser compatibility era. LumiNet targets modern browser/TypeScript and Go byte slices; importing global prototype mutations would add compatibility debt without user functionality.,native byte-array runtime,src/packages/control-ui/package.json#typescript;src/apps/daemon/internal/adapters/api/websocket.go#Client,byte handling uses the platform/runtime primitives already supported by target toolchains,no global Array or Buffer prototype polyfill from the donor may be injected into control-ui runtime,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; target-native implementation,low,n/a,high,verified
S6-019,n/a,s6-019,websocket,legacy-websocket,legacy handwritten WebSocket framing and handshake,semantic-unit,legacy-runtime,independently-decidable,websocket-master/lib/websocket.js,f9b811828546cd29836efa3958ea8e66bea8ca17256a67bc8d5471af3fbdf55b,websocket_answer,comparison and supersession,many-to-one,superseded,"The donor implements handshake/framing manually on top of old Node Buffers. LumiNet already owns authenticated daemon WebSockets through gorilla/websocket and browser transport contracts with session tests, so the donor stack is strictly shallower.",WebSocket transport,src/apps/daemon/internal/adapters/api/websocket.go#Client;src/packages/control-ui/src/api/ControlTransport.ts#ControlTransport,WebSocket framing/handshake remains delegated to maintained target/runtime libraries and existing session authority,no second manual WebSocket protocol implementation is added,src/apps/daemon/internal/adapters/api/websocket_session_test.go#TestHubRegistersOnlyAuthenticatedWebSocketClients,daemon/control-ui WebSocket transport,none,provenance retained; stronger target stack,medium,n/a,high,verified
S6-020,n/a,s6-020,node-dom,html-normalization,HTML entity/text normalization insight for bounded onion metadata,semantic-unit,defensive-primitive,independently-decidable,node-dom-master/lib/browser/htmlencoding.js,fe146dcd8e5c679a9e1983f1e10e3b9f2a611883fe7b15bb4c84de4cb2b33c8e,HTMLDecode,concept extraction using native primitive,many-to-one,inspired-native,The legacy DOM package contains a broad entity table/decoder. The useful tiny semantic is entity-normalized metadata text; LumiNet implements it with Go standard-library html.UnescapeString inside the already-bounded onion sample instead of importing the table or DOM runtime.,bounded onion metadata normalization,src/apps/daemon/internal/analysis/diagnostics/onion_probe.go#compactHTMLText,title/description text is compacted and HTML entities are normalized after the network byte ceiling,the legacy DOM/entity tables are not copied and normalization cannot execute document scripts,src/apps/daemon/internal/analysis/diagnostics/onion_probe_test.go#TestExtractOnionHTMLMetadataCountsOnlyV3OnionLinks,Operations / onion metadata,additive,provenance retained; target-native implementation,low,S6-003,high,verified
S6-021,n/a,s6-021,node-dom,legacy-dom,full server-side browser DOM/CSS/script emulation,semantic-unit,legacy-runtime,independently-decidable,node-dom-master/lib/browser/index.js,402b8554324b8247abef573a915723a32c4537c180116600c14d6effefea526e,HTMLDocument,comparison and supersession,many-to-one,superseded,"The donor emulates a large browser DOM, style system, dynamic NodeLists, XHR and script execution. LumiNet does not need a second browser runtime for bounded network diagnostics; real UI runs in the browser and onion metadata intentionally avoids script/DOM execution.",browser UI plus bounded text parsing,src/packages/control-ui/src/App.tsx#App;src/apps/daemon/internal/analysis/diagnostics/onion_probe.go#extractOnionHTMLMetadata,browser execution stays in the real UI runtime while daemon diagnostics parse only bounded inert metadata,daemon diagnostics must not execute fetched page scripts or instantiate a donor DOM runtime,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; target-native implementation,high,n/a,high,verified
S6-022,n/a,s6-022,node-gadgets,web-extraction,legacy web extraction fixtures and parsing outcome,semantic-unit,test-oracle-and-concept,independently-decidable,node-gadgets-master/lib/gadgets.js,6552c11ef0925669e2c5fb0126d75d7df788b1a7db96f994932467a251f4fa23,n/a,inspiration and supersession,many-to-one,inspired-native,The donor demonstrates extracting structured web content through a browser-emulation stack and carries a sizeable test fixture. LumiNet absorbs only the diagnostic outcome—bounded inert metadata/link extraction—and keeps the donor fixture as provenance evidence rather than executing gadget code.,bounded web metadata extraction,src/apps/daemon/internal/analysis/diagnostics/onion_probe.go#extractOnionHTMLMetadata,"metadata extraction is bounded, deterministic and non-executing",no arbitrary gadget/page JavaScript is executed as part of diagnostics,src/apps/daemon/internal/analysis/diagnostics/onion_probe_test.go#TestExtractOnionHTMLMetadataCountsOnlyV3OnionLinks,Operations / onion metadata,additive,provenance retained; target-native implementation,medium,S6-003,high,verified
S6-023,n/a,s6-023,node-gadgets,legacy-browser-execution,legacy gadget/browser execution subsystem,semantic-unit,legacy-runtime,independently-decidable,node-gadgets-master/lib/gadgets.js,6552c11ef0925669e2c5fb0126d75d7df788b1a7db96f994932467a251f4fa23,n/a,comparison and supersession,one-to-one,superseded,"The full gadget loader depends on the obsolete node-dom execution model. Target diagnostics deliberately avoid arbitrary remote script execution and the real control UI already has a browser runtime, so no second execution environment is justified.",browser execution boundary,src/packages/control-ui/src/App.tsx#App,only the actual control UI browser executes UI JavaScript; fetched diagnostic content is inert,diagnostic fetches must not execute arbitrary remote gadget scripts,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; target-native implementation,high,n/a,high,verified
S6-024,n/a,s6-024,node-bot,legacy-crawler,legacy search/extract bot server and fixture corpus,semantic-unit,legacy-runtime,independently-decidable,node-bot-master/lib/bot.js,d5c20bd998b03f15925b9ae157ac914b038ee01447ee47418d7db5ca5be5d860,n/a,comparison and supersession,one-to-many,superseded,"The donor wraps old DOM/gadget extraction into a search/bot pipeline. LumiNet now has focused provider discovery, Tor onion probing and explicit capability catalogs; importing a general unbounded bot/crawler would duplicate responsibilities without improving the target operator workflow.",bounded provider and onion diagnostics,src/apps/daemon/internal/analysis/diagnostics/onion_probe.go#ProbeOnion;src/apps/daemon/internal/integrations/vpngate/client.go#Fetch,network discovery remains capability-specific and bounded by the target owner,no generic donor crawler is granted open-ended fetch or execution authority,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; target-native implementation,medium,n/a,high,verified
S6-025,n/a,s6-025,abstract-tls,legacy-tls,browser/Node JavaScript TLS implementation and transport abstraction,semantic-unit,legacy-runtime,independently-decidable,abstract-tls-master/lib/abstract-tls.js,ba4a711d062b8c5532daa27047ae9613d45f00b2a8469087bea6cc86bdeeb9b0,abstract_tls,comparison and supersession,many-to-one,superseded,"The donor implements TLS records/ciphers/cert handling in old JavaScript and even contains a verification TODO/bypass. LumiNet already uses Go crypto/tls and Xray/sing-box transport owners with current TLS/ECH/pinning semantics, so importing this stack would be a regression in functionality and interoperability.",native TLS transport stack,src/apps/daemon/internal/platform/system/http_client_config.go#NewHTTPClientManager;src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go#buildFakeClientHello,TLS protocol ownership remains in native libraries/core transports while LumiNet only implements narrowly required diagnostic record construction,no duplicate general-purpose JavaScript TLS stack or verification-bypass behavior is introduced,scripts/checks/check_sixth_order_convergence.py#main,n/a,none,provenance retained; target-native implementation,high,n/a,high,verified
S6-026,n/a,s6-026,Auto_Tor_IP_changer,installer,automatic apt-based Tor installer,semantic-unit,deployment-practice,independently-decidable,Auto_Tor_IP_changer-master/install.py,a4d8c40f089cdd90de2c2200e36717d5fc75d6cf72c3ae24124f6f594d891183,n/a,comparison and supersession,one-to-one,superseded,The donor installs Tor through apt with sudo. LumiNet already exposes engine capability discovery and explicit binary availability/path to the operator; silently mutating the host package manager would be a separate installation authority and is not necessary to absorb the useful Tor feature.,Tor dependency discovery,src/apps/daemon/internal/runtime/runtimecore/capability.go#ProbeEngine;src/packages/control-ui/src/pages/Operations.tsx#engines,operators can see whether the Tor binary exists and where it was found before trying to start it,runtime start does not silently invoke a package manager or require sudo installation side effects,src/packages/control-ui/scripts/test-feature-promotions.mjs#checks,Operations / engine availability,none,provenance retained; target capability discovery supersedes installer,medium,n/a,high,verified
S6-027,n/a,s6-027,ahmia-crawler,crawler-index,"distributed Tor fleet crawler, depth scheduling, PageRank and Elasticsearch indexing",semantic-unit,architectural-reference,independently-decidable,ahmia-crawler-master/ahmia/ahmia/spiders/onionspider.py,f176deba4fbc8a57f464b39c96df3c2851ec113e0be84f306b4f3c7a2d3cdea9,compute_pagerank,comparison and decomposition,one-to-many,reference-only,"Ahmia carries a materially larger crawler/indexing plane: multi-page traversal, per-domain limits, Tor proxy fleet, authority/PageRank calculation and Elasticsearch persistence. LumiNet absorbs the independently useful validation/affinity/metadata primitives but does not currently have a search-index product requiring the full persistent crawler.",future bounded onion discovery/indexing,n/a,the crawler remains useful reference for any future search/index product and its independent primitives are already extracted,do not claim that a single bounded onion probe is equivalent to Ahmia crawling/PageRank/indexing,n/a,n/a,none,provenance retained; full plane remains reference-only,medium,S6-002;S6-003,high,reviewed
S6-028,n/a,s6-028,nahan,profile-generation,"URI/YAML profile generation, clean-IP/ECH and per-user profile presentation",semantic-unit,product-workflow,independently-decidable,nahan-main/_worker.js,4f4366a1fecdaba0399e281f1c88e8a17a28621505add6b0fcf482edb4648852,getAllProfiles,comparison and recomposition,many-to-many,superseded,"Nahan generates user-specific URI/YAML profiles over clean IPs and exposes ECH/transport toggles. LumiNet already has the canonical proxy grammar, provider/clean-IP owners, ECH/TLS fields and rich subscription Profiles surface; importing Worker-specific serializers would create a second configuration grammar.",canonical proxy/profile grammar,src/apps/daemon/internal/networking/proxyconfig/types.go#ParseProxyURI;src/apps/daemon/internal/networking/proxyconfig/types.go#ToURI;src/packages/control-ui/src/pages/Profiles.tsx#Profiles,one canonical target grammar owns parse/serialize semantics across supported protocols,provider-specific profile generation does not create a second URI/schema authority,scripts/checks/check_sixth_order_convergence.py#main,Profiles / canonical proxy grammar,none,provenance retained; target-native implementation,medium,n/a,high,verified
