record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
E8-0011,n/a,CG-bounded-DNS-cache-with-coalesced-refresh,godnsagent-master(1),DNS resilience,cache prefetch based on observed hits,file/symbol or focused mechanism,operational cache behavior,standalone semantic unit or evidence fragment,prefetcher.go,342e51117336caba0eea61a8fc6cc60df9ab79fb8866e436f8800497fd871e4f,prefetch,mechanism comparison,many-to-one,superseded,"godnsagent demonstrates useful hit-driven prefetch, but CoreDNS provides stronger bounded/stale/refresh semantics and LumiNet avoids introducing a second prefetch authority until workload evidence justifies proactive refresh.",bounded DNS cache with coalesced refresh,src/apps/daemon/internal/networking/dns/dohcache.go#fetchCoalesced,refresh work is demand-coalesced and bounded,prefetch must not become unbounded background network work without workload evidence,src/apps/daemon/internal/networking/dns/dohcache_test.go#TestDoHCacheCoalescesConcurrentMisses,DNS plane,additive target-native convergence; no donor-shaped durable migration,MIT,medium,n/a,high,verified
E8-0012,n/a,CG-coherent-DNS-fallback-proxy-plane,dns-over-https-proxy-master,DNS transport,ordered DNS/DoH fallback service,file/symbol or focused mechanism,executable behavior,standalone semantic unit or evidence fragment,cmd/dns-over-https-proxy/main.go,a774b4a296b30132c98a9639a2846fd75047ef58694cae210b4beee59690dbfd,n/a,mechanism comparison,many-to-one,superseded,"The donor is useful evidence for explicit fallback ordering, but LumiNet already owns UDP fallback, weighted DoH and failover resolution. Its new cache hardening is composed into those owners instead of adding another proxy daemon.",coherent DNS fallback/proxy plane,src/apps/daemon/internal/networking/dns/dns_fallback.go#DNSUDPFallbackListener;src/apps/daemon/internal/networking/dns/doh_proxy.go#DoHProxy,fallback behavior remains inside the existing DNS owner,a parallel standalone DoH proxy must not duplicate cache/provider authority,src/apps/daemon/internal/networking/dns/dns_fallback_test.go#TestDNSUDPFallbackListener,DNS system routes,additive target-native convergence; no donor-shaped durable migration,Apache-2.0,medium,n/a,high,verified
E8-0013,n/a,CG-lossy-network-simulation,lossyconn-master,network simulation,loss/delay/jitter connection wrapper,file/symbol or focused mechanism,executable behavior,standalone semantic unit or evidence fragment,lossypacket.go,b9cdb103b8d64a97858e967a2d2a8e212993cfb96f54ed0eeb932317329eea65,n/a,existing target-native port retained,many-to-one,superseded,"This donor was already absorbed before eighth-order convergence. The current live adapter is richer and tested, so no duplicate wrapper is added.",lossy network simulation,src/apps/daemon/internal/runtime/proxy/lossyconn_adapter.go#LossyConn,loss injection remains explicit test/runtime configuration,simulation must not silently affect production connections,src/apps/daemon/internal/runtime/proxy/lossyconn_adapter_test.go#TestLossyJitterConn,proxy diagnostics,additive target-native convergence; no donor-shaped durable migration,MIT,low,n/a,high,verified
E8-0014,n/a,CG-durable-host-network-transaction-owner,sysproxy-main,host network authority,cross-platform system proxy mutation helper,file/symbol or focused mechanism,executable behavior,standalone semantic unit or evidence fragment,sysproxy.cpp,56b35cfbebec21911b56b3f8fe904570cabc9a1e673902d6728e5e6b8598f23b,n/a,mechanism comparison,many-to-one,superseded,"The donor provides narrow proxy mutation, but LumiNet host_network owns snapshot, lock, verification, rollback and recovery across proxy/DNS/NCSI/routes. Direct sysproxy-style mutation would be a regression in authority integrity.",durable host-network transaction owner,src/apps/daemon/internal/platform/system/host_network.go#ApplyHostNetwork,all consequential proxy changes use one durable authority path,direct platform proxy writes cannot bypass transaction/recovery ownership,src/apps/daemon/internal/platform/system/host_network_test.go#TestHostNetworkPlanCapturesDNSWithoutMutationOrStateFiles,host-network API,additive target-native convergence; no donor-shaped durable migration,MIT,high,n/a,high,verified
E8-0015,n/a,CG-native-crypto-primitive,openssl-cffi-master,cryptography,AES-ECB primitive via OpenSSL CFFI,file/symbol or focused mechanism,crypto primitive,standalone semantic unit or evidence fragment,openssl-cffi.py,9f10e0981502239af9a629ffdb110130d0791e184945405aa4ad8c972128675d,n/a,existing native replacement,many-to-one,superseded,The Python CFFI wrapper is obsolete for LumiNet. The Rust core already owns a typed AES-128-ECB implementation with key/padding tests and avoids runtime CFFI/ABI coupling.,native crypto primitive,src/packages/lumicore/src/crypto/aes_ecb.rs#Aes128Ecb,AES-ECB compatibility is isolated to an explicitly named primitive with key and padding validation,legacy CFFI/FFI glue must not become a second crypto implementation,src/packages/lumicore/src/crypto/aes_ecb.rs#test_encrypt_decrypt_roundtrip,lumicore,additive target-native convergence; no donor-shaped durable migration,Apache-2.0,medium,n/a,high,reviewed
E8-0016,n/a,CG-GeoIP-rule-ingestion,sing-geoip-main,rule data,GeoIP rule-set generation pipeline,file/symbol or focused mechanism,data-generation workflow,standalone semantic unit or evidence fragment,main.go,6ac3e24cd7efe87b5a14b5899d3294d093ed75a74c333b34ee17cc63ed40a1b1,n/a,mechanism comparison,many-to-one,superseded,The donor generator is GPL and build-oriented. LumiNet already parses bounded GeoIP data into target-owned structures; generator source is not copied. Release provenance/checksum practices are retained as evidence requirements.,GeoIP rule ingestion,src/apps/daemon/internal/integrations/sub/geoip_database.go#GeoIPDatabase,rule data is parsed by target-owned bounded code and release evidence records source hashes,GPL generator code/binaries must not be silently vendored as target authority,scripts/checks/check_eighth_order_convergence.py#main,subscription/rule ingestion,additive target-native convergence; no donor-shaped durable migration,GPL evidence only,medium,n/a,high,statically-validated
E8-0017,n/a,CG-geosite-rule-semantics,sing-geosite-main,rule data,Geosite rule-set generation pipeline,file/symbol or focused mechanism,data-generation workflow,standalone semantic unit or evidence fragment,main.go,4405a18494c997b253f40be798b9b153a7206f341ddda1e4bb390943c3454f96,n/a,mechanism comparison,many-to-one,superseded,The donor generator is GPL and build-oriented. LumiNet retains target-owned geosite rule semantics/presets and records provenance without copying the generator.,geosite rule semantics,src/apps/daemon/internal/integrations/sub/singbox_rules_list.go#SingBoxRuleGeoSite,geosite is represented in target-owned rule grammar,GPL generator source is not a runtime dependency or duplicate source of truth,scripts/checks/check_eighth_order_convergence.py#main,subscription/rule ingestion,additive target-native convergence; no donor-shaped durable migration,GPL evidence only,medium,n/a,high,statically-validated
E8-0018,n/a,CG-WARP-egress-bootstrap,vps-warp-main(1),deployment,WARP egress bootstrap recipe,file/symbol or focused mechanism,operational script,standalone semantic unit or evidence fragment,warp_install.sh,8faa208ff8d09d8404083a74dd9b353fb029d96019e811539143b265239eabdc,n/a,existing adapted port retained,many-to-one,superseded,The donor recipe was already represented by LumiNet vps_warp.sh. Eighth-order review finds no stronger separate authority to add.,WARP egress bootstrap,src/apps/daemon/internal/platform/system/vps_warp.sh#vps_warp,bootstrap remains an explicit operational script rather than hidden daemon mutation,installer side effects must not migrate into automatic runtime authority,scripts/checks/check_eighth_order_convergence.py#main,deployment/runbook,additive target-native convergence; no donor-shaped durable migration,MIT,low,n/a,high,statically-validated
E8-0019,n/a,CG-durable-mutation-job-ownership-guardrail,unique-queue-master,durable queue design,deduplicating MPMC queue with append-only replay log,file/symbol or focused mechanism,data structure + persistence,standalone semantic unit or evidence fragment,queue.go,5246321b08dac33ed3922d364dbc5a1466b1e02cda5b7f07d1155f8f5d6a67bc,Storage.Enqueue,negative lesson derivation,negative-to-guardrail,guardrail-derived,"The donor combines lock-free queueing, deduplication and AOF replay, but Enqueue logs and inserts the dedup key before it knows the bounded ring enqueue succeeded; Dequeue can also log removal failure yet delete the key. With no explicit license and partial-write hazards, LumiNet does not copy it. The lesson is to keep queue durability/idempotency atomic under one owner.",durable mutation/job ownership guardrail,src/apps/daemon/internal/foundation/remoteaction/remoteaction.go#ReconcileBeforeRetry,durable side-effect ownership must make replay/commit state coherent,a durable log cannot claim an enqueue/remove committed when the bounded queue or durable removal did not commit,src/apps/daemon/internal/foundation/remoteaction/remoteaction_test.go#TestReconcileFailureFailsClosed,internal resilience policy,additive target-native convergence; no donor-shaped durable migration,no explicit license; concept/negative evidence only,high,n/a,high,verified
E8-0020,n/a,CG-target-capability-and-runtime-truth,AgentDNS-main,agent management,agent registry/discovery/status API,file/symbol or focused mechanism,product/service architecture,standalone semantic unit or evidence fragment,app.py,e21ad90b944cfd9ba78f160139ea5262c395ad107f25b041a2559631264f1d65,n/a,mechanism comparison,many-to-one,superseded,"AgentDNS provides a small agent registry and status surface, but LumiNet already has capability truth, jobs, diagnostics and runtime ownership; copying its Flask/database authority would fragment state.",target capability and runtime truth,src/apps/daemon/internal/adapters/api/routes_system.go#setupSystemRoutes,one target API/runtime model owns operational state,a donor-shaped agent registry must not become a second runtime source of truth,scripts/checks/check_eighth_order_convergence.py#main,system API,additive target-native convergence; no donor-shaped durable migration,no explicit LICENSE; no source copied,low,n/a,high,statically-validated
E8-0021,n/a,CG-scanner-proxy-runtime,Go-netowrking-tools-main,network tooling,minimal port scanner/TCP proxy examples,file/symbol or focused mechanism,example implementation,standalone semantic unit or evidence fragment,tcp-scanners-proxies/cmd/portScanner/main.go,d620018cd7eb2cc8b3dbb6b74e198d320646c84191b43488d6f826d17083d399,n/a,mechanism comparison,many-to-one,superseded,The examples are much shallower than LumiNet scanner/proxy orchestration and have no explicit license. They add no missing invariant.,scanner/proxy runtime,src/apps/daemon/internal/analysis/scanner/scan_orchestration.go#ScanBatchOrchestrator,bounded target scanner orchestration remains authoritative,toy examples do not bypass target throttling/cancellation/observability,scripts/checks/check_eighth_order_convergence.py#main,scanner operations,additive target-native convergence; no donor-shaped durable migration,no explicit license,low,n/a,high,statically-validated
E8-0022,n/a,CG-product-UX,GodMode-main,product UX,multi-provider desktop conversation provider abstraction,file/symbol or focused mechanism,product architecture,standalone semantic unit or evidence fragment,src/providers/provider.js,c58947450cf81c26f9e367b9f90e1634764792493ada1c506702052bec912d2f,n/a,reference retention,custom:reference-only,reference-only,GodMode is an Electron chat product whose provider/UI model is not a natural LumiNet networking responsibility. The review retains it only as product-UX reference; no donor-shaped provider layer is introduced.,n/a,n/a,n/a,n/a,n/a,n/a,additive target-native convergence; no donor-shaped durable migration,MIT,low,n/a,high,reviewed
E8-0023,n/a,CG-scanner-planning,Subnet-Divider-main,scan planning,shell subnet division and batching,file/symbol or focused mechanism,script algorithm,standalone semantic unit or evidence fragment,subnet-divider.sh,01f6e3e14815845014c56506210281435c366a18b66a8086fcaff08e3e36ac97,n/a,mechanism comparison,many-to-one,superseded,Subnet splitting is already subsumed by LumiNet scan planning/orchestration with typed bounds and cancellation; the no-license shell adds no stronger primitive.,scanner planning,src/apps/daemon/internal/analysis/scanner/scan_orchestration.go#ScanBatchOrchestrator,scan partitioning stays bounded and scheduler-owned,shell-generated ranges must not bypass target scan limits,scripts/checks/check_eighth_order_convergence.py#main,scanner operations,additive target-native convergence; no donor-shaped durable migration,no explicit license,low,n/a,high,statically-validated
E8-0024,n/a,CG-proxy-configuration,V2RayN-PRO-main(1),proxy configuration,large V2Ray/sing-box configuration preset corpus,file/symbol or focused mechanism,preset/configuration corpus,standalone semantic unit or evidence fragment,custom-sb-config-sub.txt,97e9776d8449226d7cca7c11161ebdc2b14935f27a259138453b2da57975d0ae,n/a,reference retention + mechanism comparison,custom:reference-only,reference-only,The archive is dominated by packaged configuration/binaries and GPL/third-party material. LumiNet already owns normalized proxy/subscription grammar; the corpus is retained as configuration evidence rather than imported wholesale.,n/a,n/a,n/a,n/a,n/a,Profiles/import reference,additive target-native convergence; no donor-shaped durable migration,GPL/third-party; no copied source/binaries,medium,n/a,high,reviewed
E8-0025,n/a,CG-deployment-process-supervision,V2ray-for-Doprax-main(1),deployment,container/supervisor V2Ray deployment recipe,file/symbol or focused mechanism,deployment recipe,standalone semantic unit or evidence fragment,supervisord.conf,37d350bb3afa32d7b09fa78f4faf952df233696e9746f0bc014cdf282254d595,n/a,mechanism comparison,many-to-one,superseded,The deployment recipe demonstrates multi-process supervision but LumiNet owns explicit deploy templates and child supervision; donor packaging is not adopted.,deployment/process supervision,src/apps/daemon/internal/platform/system/process_supervisor.go#ProcessSupervisor,child lifecycle remains bounded/cancellable and target-owned,deployment-specific supervisor configuration must not duplicate daemon runtime authority,src/apps/daemon/internal/platform/system/process_supervisor_test.go#TestProcessSupervisorBackoffIncreasesAndCaps,deployment/runbook,additive target-native convergence; no donor-shaped durable migration,no explicit root license,low,n/a,high,verified
E8-0026,n/a,CG-operator-UX,v2rayng-panel-main(1),operator UX,V2Ray client panel workflow reference,file/symbol or focused mechanism,product/UX reference,standalone semantic unit or evidence fragment,README.md,e43488c73b687237bb59143d07a799ef8267a0cbd06106090ac1d6e6d8d82e36,n/a,reference retention,custom:reference-only,reference-only,The two-file donor contributes UI/workflow reference only; LumiNet already has its own control UI and configuration authority.,n/a,n/a,n/a,n/a,n/a,control UI reference,additive target-native convergence; no donor-shaped durable migration,no explicit license,low,n/a,high,reviewed
E8-0027,n/a,CG-bounded-DNS-tunnel-planning-without-donor-C2-aut,DNS-Persist-master,security boundary,DNS command-and-control/persistence transport,file/symbol or focused mechanism,offensive mechanism,standalone semantic unit or evidence fragment,modules/DNSListener.py,419d73361355bbc9323cd7711bb6c8f7405a0e8ce38edca78766e01119749d00,n/a,safety rejection,negative-to-guardrail,rejected-with-reason,The repository is a persistence/C2 implementation. Porting command execution or stealth persistence would create offensive capability unrelated to LumiNet convergence. Only the bounded DNS-tunnel planning/transport guards already present in LumiNet are retained; no C2/persistence control path is imported.,bounded DNS tunnel planning without donor C2 authority,src/apps/daemon/internal/networking/dnstunnel/plan.go#Plan,DNS tunnel inputs are validated/bounded and no donor persistence command channel is added,no arbitrary remote command execution or persistence mechanism is imported from the donor,src/apps/daemon/internal/networking/dnstunnel/plan_test.go#TestBuildPlan,DNS tunnel planner,additive target-native convergence; no donor-shaped durable migration,"MIT donor, but safety veto overrides portability",critical,n/a,high,verified
E8-0028,n/a,CG-bounded-scanner-orchestration,ftpscan-master,security boundary,FTP bounce/scanning utility,file/symbol or focused mechanism,offensive scanning mechanism,standalone semantic unit or evidence fragment,ftpscan.c,c50b53b906b1877d7e458b86d3fdd761e0432b198ce839182ca1ee4b8ff305d5,n/a,safety rejection,negative-to-guardrail,rejected-with-reason,The donor is a specialized FTP scanning/bounce utility and provides no target-required capability beyond LumiNet bounded scanners. Bounce/exploitation mechanics are not absorbed.,bounded scanner orchestration,src/apps/daemon/internal/analysis/scanner/scan_orchestration.go#ScanBatchOrchestrator,"scanner work remains bounded, cancellable and target-owned",FTP bounce behavior is not added as an exploitation primitive,scripts/checks/check_eighth_order_convergence.py#main,scanner governance,additive target-native convergence; no donor-shaped durable migration,no explicit license plus safety veto,high,n/a,high,statically-validated
E8-0029,n/a,CG-diagnostic-only-interception-boundary,InterceptSuite-main,security boundary,interception/MITM workflow concepts,file/symbol or focused mechanism,offensive interception reference,standalone semantic unit or evidence fragment,README.md,8c0e40dabbe08e1d5b8f758f481c7e108744f49cfe86035476ad0cebaac3ecec,n/a,safety rejection,negative-to-guardrail,rejected-with-reason,The donor describes interception/MITM workflows without an explicit license. LumiNet does not import credential interception or certificate-subversion behavior. Existing diagnostic interception remains bounded to target diagnostics and TLS application paths retain explicit verification/pinning rules.,diagnostic-only interception boundary,src/apps/daemon/internal/networking/proxyconfig/xray_tls.go#BuildXrayTLSSettings,legacy insecure TLS requires explicit certificate pinning outside diagnostics,no donor MITM trust-root/credential interception mechanism becomes a production authority,src/apps/daemon/internal/networking/proxyconfig/third_wave_contract_test.go#TestThirdWaveBuildXrayTLSSettingsFailsClosed,security diagnostics,additive target-native convergence; no donor-shaped durable migration,no explicit license plus safety veto,critical,n/a,high,statically-validated
E8-0030,n/a,CG-E8-ACCOUNT-AgentDNS-main,AgentDNS-main,surface accountability,complete donor subtree accountability: @root,recursive donor subtree,evidence/accountability,accountability bundle; fine-grained values split into separate linked records,CHANGELOG.md,cb2d6fdf505c60bf44baa57028c575fc4bbc9f8f8776863da263c5fc08cb33a5,n/a,evidence classification,custom:subtree-accountability,reference-only,subtree fully reviewed/accounted; no independent target change beyond explicitly linked fine-grained value records,n/a,n/a,all descendant surfaces remain hash-accounted and independently eligible for fine-grained extraction,"accountability does not imply source reuse, runtime equivalence, or license compatibility",n/a,n/a,none,"no explicit LICENSE in archive; README claims MIT, treated as unverified/no-license for source reuse",low,n/a,high,reviewed
