record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR228-WG001,PR228-R001,CG228-wireguard-index,mwgp,wireguard-index,receiver-index translation recovery invariants,implementation + principles,state/recovery invariant,independently adoptable,wgit.go,e90ba5f8584a12405d005c90a467ac17687b093469fa8c1b6193e4f679515a2e,n/a,mechanism extraction + negative guardrail,many-to-one,guardrail-derived,MWGP index translation reveals that mappings are identity/lifetime state and that live rewrites affect authenticated packet fields. LumiNet records the safe contract without becoming another WireGuard packet mutator.,WireGuard index translation planning,src/apps/daemon/internal/analysis/diagnostics/wireguard_index_translation_plan.go#BuildWireGuardIndexTranslationPlan,"indexes are nonzero/unique, peer-bound, expire within 24h, and persisted mappings require post-restart revalidation",planner rewrites no packets/restores no mappings and translation never substitutes for WireGuard authentication/replay/cookie admission,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go#TestPostRefactor228WireGuardIndexTranslationPlan,Operations,new read-only recovery plan,predecessor provenance retained,high,PR228-R001,high,verified
PR228-WG002,PR228-WG001,CG228-wireguard-index,mwgp,wireguard-obfuscation,obfuscation is traffic-shape modification only,documentation + implementation,negative invariant,independently adoptable,PRINCIPLES.md,3b997bbdbd39ff8e7e59a823051112edde1bdb6aef25bf7be31ea53e63687a87,n/a,negative-to-guardrail revalidation,many-to-one,guardrail-derived,"The predecessor guardrail is retained after re-reading the full donor: packet obfuscation cannot be treated as authentication, confidentiality, replay protection, or cookie/MAC2 substitution.",WireGuard device policy,src/apps/daemon/internal/analysis/diagnostics/wireguard_device_policy_plan.go#BuildWireGuardDevicePolicyPlan,authentication and anti-replay remain WireGuard-owned,obfuscation cannot grant trust or bypass cryptographic admission,src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_workflow_wireguard_test.go#TestPostRefactor226WireGuardReceiverIndexMappingsExpireAndBindSource,Operations,no runtime authority change,predecessor provenance retained,high,PR228-WG001,high,verified
PR228-SS001,PR228-R001,CG228-shadowsocks-runtime,shadowsocks-rust,shadowsocks-plugin,SIP003 plugin intent preservation/fail-closed core compatibility,implementation + docs,protocol extension contract,independently adoptable,src/service/local.rs,9b9409dc7f84c17b90d8f6b2acc9cf510a308217932557331c1d52b256194d48,plugin_opts,compatibility hardening,many-to-one,hardened,"Parsed Shadowsocks plugin intent was preserved in share links but could be silently dropped by core generation. Supported sing-box internal plugins are now retained; unsupported plugin/prefix intent fails closed, and Xray refuses extensions it cannot represent.",Shadowsocks external-core compatibility,src/apps/daemon/internal/networking/proxyconfig/core_compat.go;src/apps/daemon/internal/runtime/proxy/core_manager.go,all parsed plugin/prefix semantics must either reach a compatible core config or fail before process start,core generation cannot silently erase SIP003 plugin/prefix intent,src/apps/daemon/internal/networking/proxyconfig/third_wave_contract_test.go#TestPostRefactor228ShadowsocksCoreCompatibilityPreservesOrRejectsExtensions,Profiles/Connections,hardens existing core generation,predecessor provenance retained,high,PR228-R001,high,verified
PR228-SSR001,PR228-SS001,CG228-subscription-runtime-truth,shadowsocksr,subscription-runtime-truth,parsed protocol versus executable external-core truth,protocol/obfs implementation,product capability truth,independently adoptable,ssr/obfs.go,4f66ed227bcda6f25cef253a75d2b153df7c77b07ed11932ba6307703245f54e,n/a,negative evidence to product guardrail,many-to-one,guardrail-derived,"SSR remains parse/import compatibility evidence, not an executable maintained-core protocol. LumiNet now exposes that distinction before activation instead of presenting a late-failing action.",subscription node runtime capability,src/apps/daemon/internal/networking/proxyconfig/core_compat.go#EvaluateExternalCoreCompatibility;src/apps/daemon/internal/integrations/sub/node_catalogue.go#catalogueNodeView;src/packages/control-ui/src/pages/Profiles.tsx,credential-redacted node views expose whether any maintained external-core builder can represent the full config and which cores qualify,parsed/importable does not imply activatable; unsupported nodes cannot offer an enabled Activate SOCKS action,src/apps/daemon/internal/integrations/sub/node_catalogue_test.go#TestPostRefactor228NodeViewExposesRuntimeCompatibilityWithoutSecrets,Profiles,additive runtime-truth fields and UI state,predecessor provenance retained,high,PR228-SS001,high,verified
PR228-SNI001,PR228-R001,CG228-sni-topology,sni-spoofing-rust,sni-self-loop,listener/upstream self-loop admission,configuration function,topology guard,independently adoptable,src/config.rs,ddfad200548e94775c2ce7d01fa944de45725e468a82bac663a5f04aad5992c9,connects_to_listener,negative-to-guardrail hardening,many-to-one,hardened,"The donor explicitly rejects listener/upstream self-loops. LumiNet now checks declared literal endpoints offline, including loopback/unspecified same-port aliases, before treating a gateway plan as ready.",SNI gateway planning,src/apps/daemon/internal/analysis/diagnostics/sni_gateway_plan.go#BuildSNIGatewayPlan,declared listener/upstream endpoint pairs cannot resolve to a local self-loop,guard performs no DNS/network I/O and hostname inference cannot fabricate safety,src/apps/daemon/internal/analysis/diagnostics/post_refactor_225_test.go#TestPostRefactor228SNIGatewayRejectsDeclaredUpstreamSelfLoopOffline,Operations,adds offline topology guard,predecessor provenance retained,high,PR228-R001,high,verified
PR228-SNI002,PR228-SNI001,CG228-sni-platform,sni-spoofing-rust,macos-bpf,macOS BPF raw-packet backend,implementation,platform capability evidence,independently reviewable,src/sniffer/macos.rs,c7f326d4c40159d21a3a5f0da18784df0f3db78ce8af23000b12c2f7a706ff83,BpfBackend,platform reference retention,one-to-one,reference-only,"The donor contains a macOS BPF backend, but the target live raw injector still selects the unsupported stub on macOS and this environment cannot establish native parity. The gap stays explicit rather than being claimed by source inspection.",platform raw-packet capability,src/apps/daemon/internal/runtime/proxy/evasion_divert_stub.go,unsupported platforms remain visibly unsupported until native build/runtime evidence exists,donor source cannot grant a target platform-support claim,scripts/checks/check_post_refactor_228_convergence.py#macos-bpf-claim-boundary,Capabilities/Operations,no platform support claim,predecessor provenance retained,high,PR228-SNI001,high,reviewed
PR228-WORK001,PR228-R001,CG228-worker-contract,tsheadroom,worker-protocol,ready handshake + correlated NDJSON framing,implementation + black-box tests,process protocol contract,independently adoptable,pool.go,f10675447da02658f504c4d39c290cf2eab4d1d60c6d38544fccf05adedd5383,requestEnvelope,protocol-contract rederivation,many-to-one,inspired-native,"Worker protocol evidence becomes explicit planning invariants: one correlated request per NDJSON line, ready handshake before dispatch, bounded frame/readiness limits, and recycle on desynchronization.",worker affinity/recovery planning,src/apps/daemon/internal/analysis/diagnostics/worker_affinity_plan.go#BuildWorkerAffinityPlan,"protocol framing, request correlation, frame cap, ready timeout, and recycle behavior are explicit and bounded",planner starts no worker and protocol desynchronization cannot be ignored,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go#TestPostRefactor228WorkerProtocolContractIsBoundedAndCorrelated,Health,richer read-only worker contract,predecessor provenance retained,medium,PR228-R001,high,verified
PR228-WORK002,PR228-WORK001,CG228-worker-contract,tsheadroom,worker-affinity,depth-one affinity buffering and unbuffered spillover/backpressure,implementation + tests,concurrency/backpressure primitive,independently adoptable,pool_test.go,e2c5b30deeb1b675c87638bc2203104313447cd32e3e451f9d954de8bed55f54,n/a,concurrency policy rederivation,many-to-one,inspired-native,The donor distinguishes one queued affinity job from unbuffered shared spillover. LumiNet records those queue semantics explicitly instead of implying generic buffering.,worker affinity/recovery planning,src/apps/daemon/internal/analysis/diagnostics/worker_affinity_plan.go#BuildWorkerAffinityPlan,"affinity queue depth is one, shared spillover depth is zero, deterministic preference spills only to healthy capacity",planner cannot create an unbounded queue or assign unhealthy/saturated workers,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go#TestPostRefactor228WorkerProtocolContractIsBoundedAndCorrelated,Health,richer read-only worker contract,predecessor provenance retained,medium,PR228-WORK001,high,verified
PR228-WORK003,PR228-WORK001,CG228-worker-contract,tsheadroom,worker-cancellation,fail-open cancellation / continue-to-warm / cold-first-call telemetry,worker implementation + tests,failure/recovery semantic,independently adoptable,worker.py,ccb4c5afb529074f67d6b0cad7590a687b02f821473764f3c30039e3bd6982af,main,recovery policy rederivation,many-to-one,inspired-native,"A cancelled caller may fail open while a bounded worker call continues to warm; protocol errors recycle the worker and cold-first-call behavior is telemetry-visible. These remain planning semantics, not process authority.",worker affinity/recovery planning,src/apps/daemon/internal/analysis/diagnostics/worker_affinity_plan.go#BuildWorkerAffinityPlan,"caller cancellation, warming, recycle, deadlines, and restart backoff remain bounded and explicit",planner cannot spawn/restart a process or turn cancellation into unbounded background work,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go#TestPostRefactor228WorkerProtocolContractIsBoundedAndCorrelated,Health,richer read-only worker contract,predecessor provenance retained,medium,PR228-WORK001,high,verified
PR228-TUN001,PR228-R001,CG228-platform-gap,tinytun,linux-process-attribution,Linux socket-to-process attribution via inet_diag + /proc inode ownership,implementation,platform capability mechanism,independently reviewable,src/process_lookup.rs,b2cb4d866d7100fb489704548cae6c6064e080339abb3702efe681c25dc0c071,linux_find_pid,gap identification + explicit non-promotion,one-to-one,reference-only,"The donor demonstrates a real Linux process-attribution mechanism while LumiCore currently returns an empty connection-owner list off Windows. Cargo/rustc are unavailable in this environment, so 228 records the gap rather than shipping an uncompiled native-path change.",cross-platform process attribution,src/packages/lumicore/src/netutil/supervision.rs#get_active_connections,platform support claims require compiled/native runtime evidence,source similarity cannot justify a Linux process-attribution support claim,scripts/checks/check_post_refactor_228_convergence.py#linux-process-attribution-gap,Capabilities/Rules,explicit residual platform gap,predecessor provenance retained,high,PR228-R001,high,reviewed
PR228-TUN002,PR228-TUN001,CG228-platform-gap,tinytun,ebpf-process-exclusion,cgroup/eBPF process-exclusion plane,implementation + build action,kernel routing mechanism,inseparable authority-bearing subsystem,src/ebpf_loader.rs,1fc56803d5735962741cea442d50886d745043b284d7ef898bd27217c683aee8,n/a,authority comparison,many-to-one,superseded,"The eBPF plane requires kernel hooks, cgroup lifecycle, maps, binary build/provisioning, and route ownership. Existing LumiNet platform/routing owners remain authoritative; 228 does not introduce a second kernel bypass plane.",TUN/process routing authority,src/apps/daemon/internal/platform/system;src/packages/lumicore/src/netutil/supervision.rs,kernel/process routing has one target owner and requires explicit platform validation,peer eBPF hooks cannot silently attach or bypass routing authority,scripts/checks/check_post_refactor_228_convergence.py#tinytun-authority-boundary,Capabilities/Rules,no kernel mutation introduced,predecessor provenance retained,high,PR228-TUN001,high,reviewed
PR228-CACHE001,PR228-R001,CG228-cache-supersession,srsc,conditional-cache,ETag/Last-Updated conditional resource caching,implementation,cache/revalidation mechanism,independently reviewable,cache/cache.go,9747b9defb38192cb807e1d4fe7b9df2e7d7f7a162ff3d04231a37efe17b7d4b,n/a,mechanism comparison,many-to-one,superseded,SRSC conditional cache semantics were rechecked against LumiNet subscription source health and ETag revalidation; the target already owns the stronger bounded refresh/retry/provenance path.,subscription fetch/revalidation,src/apps/daemon/internal/integrations/sub/profile_service.go;src/apps/daemon/internal/integrations/sub/egress.go,conditional refresh/retry state remains profile-service-owned,a second cache/resource fetch authority cannot bypass subscription source health or retry policy,scripts/checks/check_post_refactor_228_convergence.py#srsc-cache-supersession,Profiles,no duplicate cache introduced,predecessor provenance retained,medium,PR228-R001,high,reviewed
PR228-TAIL001,PR228-R001,CG228-tailnet-revalidation,tailscale-client,tailnet-transaction,ETag/CAS/patch-vs-replace/device-route/key/webhook transaction semantics revalidated,API client,transaction semantics,independently reviewable,tailscale/client.go,9eb890debe6f4f15f4085031ce2c99123423b6b382697112d7658d432f6d2b4e,n/a,second-order contract revalidation,many-to-one,inspired-native,The existing 226 tailnet transaction planner remains the correct target-native absorption; 228 found no missing authority-safe primitive requiring a second client or credential path.,Tailnet transaction planning,src/apps/daemon/internal/analysis/diagnostics/tailnet_transaction_plan.go#BuildTailnetTransactionPlan,mutating operations remain explicit and credential-free in the planner,planner makes no Tailnet API request and cannot return generated secret material,src/apps/daemon/internal/analysis/diagnostics/post_refactor_226_plans_test.go#TestPostRefactor226TailnetTransactionPlan,Settings,no duplicate client authority,predecessor provenance retained,high,PR228-R001,high,verified
PR228-TOOLS001,PR228-R001,CG228-provider-data,tools,provider-corpus,proxy/provider/CIDR/clean-IP data collections,configuration/data,mutable external corpus,independently reviewable,data/http.json,5501c95a423b1587da59e6130e8f609200d8df8516d3b64a52b661edee63d935,n/a,provenance boundary revalidation,one-to-many,reference-only,Donor provider lists are operationally useful evidence but age independently of code. LumiNet keeps freshness/provenance and clean-IP discovery in target owners instead of embedding peer lists as timeless truth.,provider corpus/clean-IP evidence,src/apps/daemon/internal/analysis/scanner/cleanip_finder.go;src/packages/control-ui/src/pages/Capabilities.tsx,provider data must expose source/freshness and scan results remain evidence rather than authority,stale donor IP/proxy lists cannot become routing truth merely through convergence,scripts/checks/check_post_refactor_228_convergence.py#provider-corpus-boundary,Capabilities/Connections,no mutable corpus imported,predecessor provenance retained,medium,PR228-R001,high,reviewed
PR228-SNICORPUS,PR228-SNI001,CG228-provider-data,sni-spoofing-rust,sni-corpus,large SNI candidate corpus,fixture,mutable candidate corpus,independently reviewable,data/scan-snis.txt,0170b7b753aded563759dbfb73b2d9a1a6342af68c405cb78f0287f6c0642498,n/a,corpus comparison,one-to-one,reference-only,The donor corpus was rechecked but not promoted wholesale; scan fan-out and candidate freshness are deliberate target product/resource decisions.,SNI candidate corpus,src/apps/daemon/internal/analysis/diagnostics/sni_candidate_corpus.go#CuratedSNICandidates,candidate corpus changes remain bounded and deliberate,larger peer lists cannot silently increase active scan fan-out,scripts/checks/check_post_refactor_228_convergence.py#sni-corpus-boundary,Operations,no corpus replacement,predecessor provenance retained,medium,PR228-SNI001,high,reviewed
PR228-SNIUI,PR228-SNI001,CG228-sni-authority,sni-spoofing-rust,sni-ui-installer,peer UI/download/install/raw-packet authority,UI + deployment logic,operator workflow + authority boundary,inseparable unsafe authority bundle,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,n/a,negative-to-guardrail revalidation,negative-to-guardrail,rejected-with-reason,The peer UI mixes useful workflow context with mutable binary download/install and privileged runtime control. LumiNet keeps read-only/evidence surfaces and target update/runtime owners instead.,SNI operator evidence workflow,src/packages/control-ui/src/pages/Operations.tsx;src/apps/daemon/internal/foundation/updateadmission,operator UI may plan/observe but cannot become source/install/raw-packet authority,mutable latest downloads or UI state cannot bypass signed update/runtime authority,scripts/checks/check_post_refactor_228_convergence.py#sni-ui-authority,Operations,no authority expansion,predecessor provenance retained,high,PR228-SNI001,high,reviewed
PR228-MUT001,PR228-R001,CG228-mutation-authority,target-requirement,automatic-mutation-retry,canonical automatic mutation retry authority and bypass audit,cross-cutting target invariant,authority/retry contract,target-owned,n/a,n/a,n/a,authority audit + hardening proof,one-to-one,hardened,228 does not add a second retry engine: the existing config Manager.Mutate remains canonical and is now protected by a dedicated bypass/semantics checker. Remote actions retain their separate idempotent/reconcile/single-attempt safety classes.,automatic mutation retry,src/apps/daemon/internal/foundation/config/config.go#Manager.Mutate;src/apps/daemon/internal/foundation/remoteaction/remoteaction.go,"default config retry attempts=3, max=8, only revision conflicts retry from a fresh snapshot; explicit ExpectedRevision is single-attempt CAS",mutation callbacks cannot perform external side effects and direct persistence/API bypasses cannot create unbounded/unsafe retries,scripts/checks/check_mutation_retry_authority.py,Dashboard/Settings,verification/hardening only; no duplicate retry owner,n/a,critical,PR228-R001,high,verified
